"FSC-A", "FSC-H", "FSC-W", "SSC-A", "SSC-H", "SSC-W", "BB515-A", "APC-A", "Time", "Event #"
55488.6,29010.4,136074,46279.8,34232.8,102846,57.8496,286.943,0.00987256,0
37944.9,21142.1,128619,62405.5,42703.2,106524,209.351,501.051,0.0119811,1
82621.5,43280.5,135056,69082.6,47485,109180,45.4596,311.069,0.0402595,3
45659.8,25731.4,121500,32600.7,23048.9,95124.6,20.2679,516.445,0.0471186,4
34865.1,19211.7,117359,36250.9,27084.4,94537.8,20.1493,178.247,0.0531528,5
54477.4,31465.8,121103,60023,48296.4,96917.5,42.9106,369.833,0.0557997,7
29314.2,16070.3,121583,53472.9,37727.2,105112,30.6996,471.173,0.083597,11
63139.2,36395,120172,45238.5,36599.5,94730.3,43.1477,221.972,0.136266,15
40779.1,23109.7,121755,35106.8,26004.1,95941.1,48.7201,233.757,0.138821,16
46428.4,25974.5,128451,57737.9,39159,107793,70.7186,215.071,0.150446,17
57756.7,28592.6,132081,62149.9,45895.3,108572,87.6602,266.433,0.15187,18
41978.4,26981.6,110920,31563.7,27244,86017.6,36.2715,234.187,0.155885,20
57265,34088.3,127226,38952.3,27365.8,98356.1,64.8453,269.315,0.166118,22
58364.5,31602.2,123415,43939,31730.7,97943,72.2396,323.535,0.166398,24
37613.5,24197.5,109334,33083.9,27798.8,88350.3,12.5632,158.969,0.168623,25
42409.9,24156.7,117607,38727.2,29736.1,94289,32.1815,253.817,0.170148,27
57452.5,33301.6,124107,46861.1,36511.9,99537.4,38.9389,310.435,0.17449,28
49349.8,26387.2,131237,80970.4,49823.9,112259,80.0138,507.337,0.17962,29
51999.1,26087.2,135731,85901.6,53485.7,115862,55.5376,273.581,0.184092,30
64846.8,38363,121702,52947.5,43595.2,95736.6,51.1506,305.618,0.184884,31
48631.7,29632.4,129093,72588.8,48797.9,109984,41.4879,340.543,0.190224,32
64110.7,32624.7,135415,67247.8,38199.9,116841,37.3385,380.163,0.194392,33
27248.6,19382.8,113257,39664.8,34769.7,91417.3,75.3389,501.203,0.199105,34
33505.5,16991.4,128747,73566.4,45130.7,113391,113.962,643.925,0.205997,35
46800.6,24327.9,125013,35234.8,24625.5,100310,24.0611,140.712,0.213725,36
47024.6,25532.1,125026,49450.3,37887.5,100713,48.5422,237.894,0.215142,37
51035.7,29093.7,129082,63710.3,44095.3,108004,62.5925,325.276,0.22259,39
55440.1,29211,134530,71914.9,47029.9,114602,130.538,297.298,0.224625,40
35941.4,24804.9,106321,28810.1,26852.2,80382.7,47.0009,332.389,0.25087,41
62072.8,37129.6,125363,51745.7,36652.2,103441,80.9482,217.822,0.250893,42
74876,40376.7,141506,87047.8,67104,111963,89.4681,294.751,0.250971,43
48272.9,29486.5,119760,36861.8,28420.6,93768.8,69.1386,210.969,0.253828,44
36912.1,21497,122843,41114.2,28449.1,100543,57.1975,322.375,0.255918,45
43711.4,23610.8,121508,47710.8,38020.1,96313.2,55.1226,301.062,0.269233,47
44401.7,24759.8,118906,34884.8,27078.5,92983.9,121.503,311.387,0.272586,48
59011.9,29679.7,140358,96650.9,68177.4,114805,181.223,560.847,0.278049,49
41014.8,23574.5,128166,80819.4,57168.3,110831,102.747,741.671,0.282651,50
75210.2,40108.6,133078,62162.8,47436.7,105192,39.6503,389.014,0.286191,51
36070.2,20899.9,122067,58549.8,42500.8,102625,69.5483,138.96,0.293468,52
44203.2,24707.3,120442,37144.3,30309,93938.6,73.1754,228.81,0.296375,53
63214.3,35885.7,132825,69880.7,54144.7,104638,44.4519,466.677,0.316437,54
63088.8,36139.9,120772,39445.1,31137.4,94371.3,24.6538,361.363,0.320242,55
32542,16945.7,123866,58300.7,39260.4,107905,41.8436,381.674,0.323575,56
36302,21987.4,135722,64199.5,40421.8,114944,90.3427,414.998,0.325673,57
55794.2,30227.5,126956,47037.3,33618.1,101561,27.1432,155.203,0.33127,58
30306.9,16959.5,117568,52641.1,39979.3,99872.9,88.1852,250.176,0.331972,59
68117,36337,133713,65032.4,41130.3,112546,63.7189,460.384,0.342785,60
29108.6,17219,117665,40446,27215,102655,113.671,329.65,0.361911,61
21094.7,14818.6,110338,30092.2,26837.2,83823.8,30.2847,226.549,0.36573,62
54335.2,28176.4,129243,54572.6,39110.2,103789,157.841,274.541,0.38682,63
57614.6,36574.4,117550,35818.8,30458.5,88332.2,60.4582,617.079,0.389219,64
62357,32156.6,129405,63056.7,44986.7,105160,78.9038,423.111,0.396642,65
37807.7,21020.4,115051,36507.7,29314.2,91395.3,55.9525,106.869,0.397346,66
50283.6,29177.5,145474,86212.3,48613.4,125255,65.2603,255.315,0.399958,67
40868.6,23072,118286,31912.1,24835.3,90921.6,12.6818,141.26,0.403221,69
40391.8,22679.9,146219,85911.2,42378.2,127763,78.2027,270.702,0.416191,72
32653.7,18019.8,125249,39756,28213.6,102984,31.7665,231.822,0.426281,73
62820.7,33599.8,126644,56181.5,41730.2,103920,3.55546,250.765,0.428793,74
49274.1,27737.3,123647,43771.2,30444.8,101304,80.0138,129.913,0.444967,75
31179,18806.3,110976,27911.6,22207.5,86844.1,66.0358,222.08,0.445592,76
45069,23529.5,128643,63488.3,49921.9,103887,93.4901,242.993,0.445749,77
67814.7,37992.2,128147,48745.1,37446.7,99942.3,92.6743,719.273,0.467919,79
51473.7,31115.4,117077,33855.5,27034.7,90989.1,84.3345,540.488,0.47227,80
46533.5,27842.1,120352,40489.2,31522,96389.5,21.8681,249.801,0.474045,82
64029.8,35156.4,126721,72109.8,52591.4,104413,40.5394,164.75,0.475431,83
54207.7,31618.5,124340,47727,34726,100961,80.3058,104.498,0.480054,84
56647.5,31795.7,124023,49274.5,37280.1,97913.5,28.3287,69.9145,0.48131,85
62594.1,33337.8,132471,47815.8,31225.2,104985,81.941,260.824,0.482192,86
36273.3,19712.9,124480,59308.6,42613.1,104984,94.364,425.536,0.48397,87
23407.8,13792,121946,33878.3,29214.6,91532.4,29.5141,83.6647,0.494314,89
70266,37034.8,129056,57293.4,41492.6,105298,57.8496,426.929,0.494702,90
43488.2,22795.9,126968,42829.7,30538,100938,64.786,284.284,0.537769,92
76215.5,41606.7,126283,62021.4,45896.5,103524,65.9718,303.818,0.538146,93
80829.1,42293.7,135437,74176.1,51477.1,111265,75.8066,259.755,0.542618,95
58720.5,30743.3,128329,57765.6,43937.6,103330,76.5664,412.412,0.547073,96
70310,40651.7,125658,49578.1,37169.4,99573.3,65.4975,335.126,0.547173,97
64282.3,35752.7,131785,74748.5,53822.8,109491,84.2177,214.154,0.552742,98
48729,23417.9,138582,89699.7,53395.1,121356,166.183,595.688,0.554177,99
45778.6,26620.1,117144,29733,24550.7,87438.6,26.2542,420.374,0.566986,101
34028.8,17738.6,125575,49482.4,35141,103080,33.367,265.151,0.569716,102
52021.3,28893.8,123494,42618,33710.3,96770.8,54.2333,281.677,0.577761,104
65150.7,36981.4,125657,75186.1,58090.6,104540,81.941,339.176,0.596907,110
53913.5,30951.2,122034,47479.8,37604.6,96695.1,52.7512,157.005,0.604057,112
50603.6,24688.1,135435,89326.7,68711.3,112368,76.2158,355.656,0.606539,113
65699.1,33144.7,137918,79337.6,53242.5,112448,89.2932,271.395,0.609136,114
38300.3,20647.6,122642,47073.8,30292.5,103964,130.654,188.672,0.611632,115
44697,22921.7,130685,75512.5,45773.3,112003,40.5394,494.248,0.623303,116
66384.9,37729.3,125218,61317,44053.8,104167,78.7286,281.305,0.624182,117
52829.3,31778,119329,29490.8,23269.7,89924.2,35.7973,294.592,0.629693,119
50410.4,26550.2,131111,62580.6,39305.1,111671,56.9011,322.058,0.632392,120
23108.5,16393.1,111180,34920.4,25334.2,100196,63.2446,225.257,0.636084,121
32815.5,18260.6,114440,29338.7,23160.3,89258.5,11.1409,353.455,0.668159,123
42881.5,21161.5,131673,71172.9,50348.8,109764,131.637,254.192,0.671012,124
62258.9,32498.9,128638,53754,39841.9,100601,23.1721,252.639,0.68828,126
44486,23937.1,125487,56435.2,46349.2,100330,31.4109,159.024,0.690736,127
53682.4,28525,129145,70474.6,49126.6,110144,77.1509,234.187,0.695437,128
59942.9,34784.7,125039,46729.7,36679.8,96422.7,51.6842,228.702,0.701407,129
27793.7,18048.5,119983,40580.6,28883.8,99412.8,68.963,265.205,0.702726,130
30381.2,16506.6,120933,47441.8,34450.6,100627,4.56287,167.746,0.726572,132
52117.1,29834.8,129244,57993.1,41287.8,103042,102.049,718.584,0.745116,133
47585.2,28291.3,121863,35315.6,27920.7,93849.5,53.0476,201.781,0.746995,134
40174.9,24171.4,121169,43327.5,33102.6,97948.1,73.2339,194.798,0.753569,135
46127,26244.1,128431,84625.3,66272.8,110125,180.076,571.988,0.784683,137
56771,31564.1,122822,43906.6,32202.8,97837.5,56.4861,197.018,0.786458,138
68376.2,36542.5,133698,67643.2,41744.9,110964,110.013,594.046,0.79159,140
77266.3,41487,131642,59288.1,39599,109824,125.269,503.029,0.799513,141
73307.1,36696.3,156650,84535.7,42695.6,132855,136.148,357.751,0.79996,142
67064.8,37013.6,129853,50749.3,36470.1,104133,45.756,231.768,0.80155,143
49774.8,28054.2,119916,43148.9,35588.3,93539.6,40.658,414.171,0.811411,146
73717.7,39083.7,129211,54398.2,37160.2,103988,76.3911,321.266,0.83558,151
69450,37142.5,128610,63667.1,44236.9,107431,120.517,272.355,0.840447,152
62692.9,34253.3,125620,44717.5,31405.1,100099,23.1128,239.397,0.842278,153
42787.5,24260,120159,36567.8,28025.8,94252.8,33.367,200.807,0.865121,156
33846.2,20881.6,114403,36407.7,27179,94282.2,19.2603,181.888,0.8701,157
25185.1,13446,114214,39592.9,29705.8,97457.5,3.08139,196.964,0.87924,158
54206.7,27449.9,131826,57133.7,40106.9,105530,72.2981,426.62,0.8817,159
76402.3,41349,132131,72319.5,55801.8,105841,90.3427,393.848,0.88556,161
65268,37243,120616,44609.9,36483.8,94588.7,68.1436,165.894,0.888581,162
59690.1,33384.9,131430,74496.2,53081.2,107618,112.104,402.828,0.889873,163
58339.4,30605.5,131677,63720.6,48504.8,103843,74.2865,346.899,0.895726,165
35817.6,21086.6,121254,55227.1,43859.2,99315.6,61.9996,376.357,0.900926,166
44219.6,24688.8,121806,41074.2,31260.9,95737.6,14.6375,103.284,0.912654,168
39708.5,24322.2,115374,37699.3,30174,91814.5,21.5125,618.774,0.916351,169
32529.7,17407.8,117081,34868.3,26748,93404.2,18.0157,170.578,0.919531,170
43040.1,25041,120364,43772.8,36308.6,97099.2,59.5689,191.926,0.925629,171
32252.9,20380.2,109893,33933.8,31213.1,84639.3,110.303,214.639,0.939888,172
55892,33137,132349,82826.3,55628.2,112461,66.1529,300.214,0.942143,173
54865.5,28317.4,129622,57257.7,39103.9,104960,117.733,302.652,0.947261,175
39886.1,21963.4,121594,45708.4,35540.9,97364.4,29.8105,299.419,0.955226,176
56212.4,33707.4,117276,48038.1,39334.7,95958.1,-4.62924,196.531,0.955405,177
32950.8,18717.7,114582,35924.3,28124.9,92868.2,54.2333,206.377,0.9638,178
60130,33377.9,125385,52460.2,40430.6,97246.2,112.684,262.908,0.965451,179
71097,37514.6,128368,50072.3,38783.3,101002,81.1819,411.998,0.981972,181
68473.6,35983.4,131086,60537.1,49441.4,102678,49.8464,332.495,1.00328,182
36221.1,19841.3,121884,45934.9,34077,99136.4,121.792,431.157,1.01112,183
60553.6,29065,144335,99915.3,63089.2,120446,141.118,380.267,1.01391,184
50367,28260.7,121766,42937.1,31443.3,97207.7,31.8851,251.033,1.01602,186
35787.9,20223.9,126804,70872.9,44617.7,114429,33.5448,124.478,1.01756,187
44523.8,25394.6,124339,33878.4,26647.4,94253.9,2.31103,270.808,1.02167,188
41556.4,22630.5,128586,59231.5,46361.3,103857,82.1745,619.091,1.02551,189
54568.7,31137.1,119941,35823.2,28847.6,92381,59.0946,521.951,1.03435,190
53347.3,27348,131172,54291.5,35822,104302,20.9791,294.91,1.03717,191
34172.7,20334.5,112018,36802.4,29560.4,89118.3,38.8204,131.834,1.04561,192
36714.7,20208.3,119923,39063.3,28503.5,97068.9,38.2276,175.475,1.08063,194
35641.8,19981,114621,35162.7,27832.9,92581.8,31.7073,232.09,1.08706,195
56029.4,29554.7,126775,48931.2,37225.7,101667,67.9679,276.139,1.09223,196
48541.2,28941,122092,42630.3,32507.1,97034,42.9699,326.91,1.09788,197
45033.3,26148.8,131059,60035.3,38896.5,110858,16.1784,343.223,1.09825,198
33640.1,18297.7,116908,46750.4,37700.1,97648.2,2.7851,166.057,1.10852,200
43548,23384.1,124775,49871.6,38688.8,97594.8,44.0369,603.63,1.11613,202
47316.8,26428.4,127545,57527.6,42913.6,105356,90.3427,242.349,1.12397,203
60753.8,32480,132012,56821.6,41718.2,106681,95.296,295.918,1.12697,204
35312.1,21726.4,116548,42626.2,35430.2,94137.1,70.192,226.603,1.13402,205
43189.2,23906,127130,45777.3,35187.1,99839.4,0.888852,440.423,1.14082,206
53001,29577.2,124154,57306,44972.1,100013,55.2411,250.658,1.14199,207
56268.6,34047.3,116436,33188.8,25303.8,93122.3,36.0936,225.634,1.14518,208
53823.8,28642.2,124269,58916.3,46074.1,100247,72.4151,665.476,1.14816,209
71358.7,39748.7,125147,55671.3,45325.4,97439.6,53.5812,278.856,1.14866,210
38240,26204.6,112018,36044.8,30475.1,90011.2,20.8606,223.857,1.15528,211
54320,30168.4,121820,30378.7,22383.7,94134.9,60.8732,234.026,1.15536,212
31973.8,16710.5,128407,48339.7,28448.1,107976,59.9246,329.861,1.15737,213
49323.7,26242.6,135267,68902.6,42314.8,113600,94.0727,300.161,1.15996,214
81206.5,42026.9,137706,68991.4,45150.7,111586,64.2525,437.079,1.16453,217
65878.5,35492.1,130298,56292.7,40531.6,103544,68.1436,600.718,1.17183,218
50216.9,26560.1,123822,47890.9,34559.3,100347,85.8517,301.645,1.17725,219
36752.3,19861,127248,58534.1,39936.3,108010,51.2099,343.328,1.17959,220
66601.2,39140,123754,43910.8,36675,94192.3,88.1269,184.494,1.18248,221
45891.3,26052.8,122404,45910,34062.4,100024,84.8014,323.957,1.19201,223
34666.1,19543.5,117531,40838.6,31459.5,96220.1,65.3789,101.629,1.20223,224
47021.3,27757.6,119689,34676.1,27654,91089.3,6.16289,149.74,1.2056,225
38910.2,21770.3,127832,64381.2,41941.3,110304,107.979,242.456,1.20747,226
69002.6,36509.3,138189,65164.4,42458.9,111295,80.189,644.56,1.20833,227
59389.6,32176.6,131133,51729.3,33545.8,110092,112.917,310.17,1.20998,228
59317.1,31697.6,130290,47667.9,33128.2,102907,55.419,270.435,1.21094,229
37803.5,21925.7,117076,43501.9,33929,96285.2,56.7825,469.539,1.21433,230
66029,35674.6,129273,53734.7,39640.6,103159,31.2331,905.445,1.22766,231
61691.9,36928.8,121542,39285.1,30825.5,94040.5,75.9819,353.56,1.23022,232
50704.1,29420,123764,40510.1,29378.9,98669.5,150.063,310.223,1.25008,234
48965.2,29978.9,114173,34712.3,28149.6,90390.1,45.9931,197.506,1.26428,235
76902,42747,129268,58073.4,42966.1,104192,72.4736,277.844,1.26592,236
58228.1,32190.2,140767,63034.9,37956.7,117649,30.6996,301.486,1.27581,237
61203.7,35611.9,124448,50473.1,38768.4,100324,50.9135,374.583,1.27652,238
31338,16609,118243,35492.8,28926.6,90525,28.0916,206.431,1.27727,239
57828.6,31185.1,130862,61254,47762.1,104017,121.908,250.015,1.27946,240
30566.3,17172.9,121284,39051.3,28790.1,100523,53.0476,173.952,1.29663,244
37887.4,20581.4,122105,50973.4,38591.7,101697,66.6214,240.149,1.30418,246
39410.4,23407.3,114386,39300.8,31604.3,92941.6,27.973,227.949,1.32967,249
49633.8,29234.7,116404,32868.1,25461.2,91074.3,77.9106,209.187,1.33049,250
59212.4,35517.6,118155,32285.4,26467.9,88065.1,50.4392,193.768,1.33968,251
57174.1,34932.2,121739,36529.3,30764.5,90490.2,13.6893,292.521,1.34749,252
45603.5,23958.8,127759,60418.1,43687.7,104243,73.5848,154.22,1.35744,253
56696,32767.9,121602,46373.8,38218.6,94213.3,43.6219,277.418,1.35756,254
51821.6,29472.7,135161,64021.7,36590.9,113864,76.3326,341.962,1.35952,255
70908.1,37153.9,137498,61946.7,39438.8,110431,113.265,560.347,1.36265,256
40423.6,20024.7,129145,49088.6,32167.1,107027,51.862,172.7,1.36715,257
60118.1,31490.2,128726,53808.6,40644.8,101649,60.0432,154.165,1.37875,258
60042.5,31380.6,135302,53455.8,39205.1,104418,75.3974,305.036,1.38843,260
57224.4,33497.3,117195,46391.9,37826.6,92926.5,63.6003,310.805,1.40217,261
36402.3,19603.9,124487,38600.7,25000,103710,43.3848,184.005,1.4176,263
47033.3,26140.3,134437,72448.1,48537.2,114868,64.5489,527.399,1.41825,264
37335.5,20753.6,117997,39333.1,30996.8,94121.8,44.5704,345.324,1.42966,266
38079.6,21789.9,117494,39143.1,28670.6,96561,63.8375,182.648,1.4303,267
66339.5,37382,128254,52224,38628.9,103858,78.9038,297.298,1.43243,268
27754,15384.4,117308,65571.5,49049.5,105396,112.394,701.005,1.44852,271
45750.9,24990.5,135855,63822,40124.7,111327,95.9367,283.433,1.45717,272
39000,21444.9,122161,45785.7,33251.3,98609.4,49.0165,345.954,1.46575,273
69005.1,36379.5,131237,65343.8,48394.5,103568,74.4619,311.704,1.47362,274
52281,30239.3,121174,43478.7,33900.9,94527.8,73.4679,202.484,1.47522,275
64717.5,36086,128466,51371.6,39697.5,97507.5,99.5465,219.385,1.50056,278
73034.8,40865.8,124706,52241.4,41472.1,98519.2,33.1891,221.918,1.50567,279
24608.4,11976.7,122169,45227.5,29682.7,113930,108.677,223.211,1.50768,280
42655.3,21975.1,128303,53378.3,32853.1,107487,53.8183,331.599,1.5078,281
44629.3,24430.1,128271,58219.3,42588.9,104271,29.2178,245.621,1.51485,282
