"FSC-A", "FSC-H", "FSC-W", "SSC-A", "SSC-H", "SSC-W", "BB515-A", "APC-A", "Time", "Event #"
33578.7,17007.1,122680,46878.5,32165.8,103329,104.317,248.944,0.431291,0
24959.6,13159.1,114987,36394.4,24978.4,101385,108.735,358.432,0.436685,1
55404,29782.5,125318,37280.8,27255.9,97882,89.5265,299.048,0.440023,2
54866.7,28295.2,130906,42888.3,31966.1,98088.8,71.7717,294.008,0.454604,4
26879.1,13695.7,119551,57244.5,45318.5,107090,89.7597,219.87,0.45726,5
56654.8,29698.6,128069,49869.8,37052.6,101211,67.7338,269.795,0.458751,6
35204.4,18279.5,121432,43713.1,30093.2,102760,50.5578,173.244,0.461819,7
38474.6,23430.8,122614,85832.4,64353.9,107983,62.7703,1770.44,0.468723,9
37537.8,23439.7,118156,44599.8,34202,97397.4,45.341,476.839,0.473229,10
38644.6,21907.5,117508,30281.6,25068.8,89740.7,78.3196,382.611,0.476,11
47288.2,24082.7,129325,94384.6,72479.8,109466,125.675,847.306,0.484561,12
29010.6,15228.6,121123,60430.4,44813.8,105393,55.9525,379.954,0.508389,15
50925.2,25521.8,131870,64823,45130,107708,51.5063,303.341,0.516155,16
36898.6,21180.6,132555,66909.2,43982.1,111966,157.726,291.566,0.522817,18
26916.1,14426.4,116560,44434.8,32805.8,97478,51.9806,380.371,0.524603,19
32946.8,16091.9,136536,78263.2,47190.4,117761,92.7908,434.351,0.528554,20
37501.3,25441.8,107499,29579.6,24918.7,85925.7,0.711081,329.334,0.532878,21
35118.7,19466.9,121263,41909.8,30240.8,100630,33.2484,446.898,0.5355,22
58741.6,30235,131727,70910.5,45115.2,112308,101.118,1298.65,0.541509,23
57718,34400,134431,75450.3,50241.5,112082,209.237,453.262,0.54328,24
33152.2,16329,127706,44314,30958.5,104200,73.4094,345.586,0.547372,25
45236,23526.3,128312,52188.7,33775.7,107325,107.572,296.131,0.550777,26
51298.9,26720.6,131873,64155.2,36590.8,112757,66.4457,292.521,0.552006,27
41462.4,22079,133746,79768.6,48234.5,117606,150.236,459.411,0.555443,28
58693.3,30503.1,126925,52441.6,38746.4,101595,77.8521,888.978,0.558022,29
51574.7,27943.4,124478,49493.7,39219.4,98574.1,56.7232,206.918,0.560138,30
66823.1,34700.8,129249,81838.1,61488.4,110802,127.18,539.382,0.57668,31
41560.2,21599.8,130898,68605,48973.2,110917,125.269,459.821,0.576827,32
67028.8,36908.2,128382,61895.9,48458.4,100865,37.457,533.747,0.577628,33
29039.1,17600.4,124283,50992.4,34848.3,104567,48.2458,316.778,0.587457,34
43676.8,23917.6,126992,47304.7,38453.5,97565.3,9.8371,303.5,0.588588,35
23269.2,12432.3,120842,54780.8,42741.5,104985,59.3318,632.964,0.601594,36
56344.4,31178.2,123703,46924.4,37443.4,96954,50.6764,303.447,0.606517,37
54652.8,31987.1,117804,32174.1,25877.1,90385.8,65.8532,262.427,0.607119,38
29164.5,14110.4,127410,60612.6,41421.6,113732,84.5679,231.768,0.612853,39
44613.5,22892.3,134072,86569.5,61778.9,114911,257.308,797.48,0.616141,40
47812,23674.6,128767,77326.7,59473.1,110149,166.585,390.366,0.618684,41
54933.2,28617.4,143966,85533.8,48979.9,123207,81.649,290.397,0.62751,42
40118.4,21058.5,138040,88963.3,55957.8,120697,188.269,400.183,0.642038,43
44158.4,22783.4,137943,86517.5,48629.3,121647,89.4098,535.509,0.645271,44
62676.7,30792.2,135261,76889.5,55804.1,109827,141.926,260.45,0.645499,45
34723.9,18598.4,117129,33490.5,22982.1,97117.9,-9.37003,154.002,0.646517,46
40999.1,22315.7,120401,42961.3,34836.9,95847.2,106.526,294.486,0.648002,47
54352.6,31810.5,127500,52842.1,36962.5,103928,90.2261,255.529,0.65179,48
54163.9,27826.2,130535,55311.8,39827,105317,93.1987,408.374,0.653608,49
44077.2,22381,131793,71136,47720.7,110459,86.8436,492.724,0.656587,50
37369.6,18992.3,124296,74772.7,49247.5,110713,137.189,432.188,0.665053,51
20100.7,13140.7,113838,68316.1,47347.2,117885,126.601,359.165,0.666566,52
20933.9,11637.4,117962,46828.7,34513.2,105164,74.2865,175.257,0.670605,53
59681.6,35847.6,120924,37721.8,27429.6,96630.7,63.956,271.022,0.678765,54
