380.45295,120.5278
376.55295,187.6278
357.24705,186.0278
335.74705,173.2278
333.64705,247.5278
321.64705,168.2278
316.95295,158.0278
299.94705,163.0278
294.25295,175.4278
266.34705,288.1278
265.54705,225.9278
262.74705,262.8278
260.54705,135.8278
255.74705,108.6278
251.14705,181.2278
242.94705,227.3278
237.85295,110.2278
229.64705,185.2278
224.64705,232.2278
211.04705,327.8278
177.54786,138.21679
174.85295,68.0278
174.44786,34.91679
171.64786,69.81679
171.04786,12.31679
165.44786,6.51679
162.84786,43.01679
160.14705,330.2278
157.35295,1.5278
155.74705,411.0278
153.44786,-4.98321
153.04705,352.0278
149.74786,160.31679
147.75295,73.0278
146.84786,-8.08321
146.64786,-38.78321
145.54786,147.31679
144.04705,270.5278
141.24786,-5.98321
139.94705,158.3278
137.84786,-110.48321
137.64705,393.0278
135.94786,4.71679
134.34786,3.31679
133.74705,294.8278
130.44705,298.1278
128.04705,369.2278
127.74786,-35.38321
123.44705,359.6278
120.65295,101.4278
118.74786,-140.98321
118.64786,-39.68321
117.94786,7.71679
117.04705,302.9278
115.44786,-152.58321
113.94705,405.5278
111.34786,146.91679
108.64786,-17.48321
107.15295,0.4278
106.84786,165.21679
105.05295,254.9278
102.74786,41.61679
99.94705,354.1278
99.84786,36.51679
97.44786,152.41679
96.84705,88.5278
94.34786,-19.08321
93.84705,-5.3722
93.64705,314.5278
93.34786,95.81679
93.24786,91.41679
92.34786,-128.88321
91.14786,-10.68321
89.44705,381.5278
89.14786,-231.68321
87.74786,-3.28321
83.94705,201.4278
79.84786,-51.98321
79.84786,-228.78321
79.44786,-80.48321
77.34705,-80.7722
76.84786,103.91679
75.14705,-2.9722
74.94786,43.91679
73.84705,292.4278
72.14786,2.31679
71.54705,390.5278
71.34786,155.41679
71.24786,5.71679
71.04786,1.01679
70.44786,52.21679
69.84786,13.11679
69.24786,27.71679
68.44786,-60.08321
68.04786,117.71679
64.34786,-52.08321
63.04786,42.51679
60.64786,101.01679
58.64786,-75.78321
58.64786,12.11679
58.34705,148.5278
58.34705,407.3278
57.55295,-19.0722
57.34705,21.7278
56.84705,14.4278
56.44705,36.2278
56.14786,53.21679
55.94786,-63.28321
54.15295,-17.9722
54.14786,-2.78321
54.14786,115.71679
52.84786,88.81679
50.04786,122.11679
49.84786,102.51679
49.24786,192.61679
49.14705,21.2278
48.14705,20.3278
46.64786,67.71679
43.64786,117.91679
43.45295,-50.4722
43.24705,1.9278
43.14705,-22.3722
42.85295,22.8278
41.34786,55.71679
41.24786,143.31679
40.24786,80.31679
40.04705,-8.1722
39.94786,10.81679
39.34786,-14.38321
38.34786,133.21679
38.24705,55.6278
37.34705,-34.8722
36.84786,9.51679
35.74705,172.0278
35.64786,89.01679
35.44705,97.0278
34.54786,111.91679
34.04705,-30.1722
33.84705,-17.0722
33.41643,-184.35444
33.34786,131.91679
32.04786,126.01679
31.04786,12.51679
30.94705,27.3278
30.54705,-57.5722
29.94705,22.3278
29.24786,36.41679
28.74705,22.9278
28.44705,196.7278
28.24786,160.61679
28.14786,99.81679
27.94786,46.21679
27.74786,74.91679
27.34786,106.01679
26.94705,-13.4722
25.94786,57.41679
25.34786,87.11679
25.25295,-45.3722
25.04705,66.3278
24.84705,9.8278
24.74705,17.5278
24.44705,355.7278
23.94786,90.91679
