sar,type,mean,sigma
7.104787343583294,bimodal,40,28
7.105380666901574,bimodal,4,21
7.106244761966063,bimodal,13,35
7.1062898781321575,peripheral,7,38
7.106293285218888,uniform,18,38
7.106524492358601,bimodal,24,18
7.106799739801657,uniform,13,49
7.107355345239545,uniform,1,17
7.108392689965704,bimodal,6,14
7.108626231221042,uniform,39,42
7.108982690719366,peripheral,14,45
7.109375989148294,peripheral,2,33
7.109413005870948,uniform,7,39
7.110239803078166,bimodal,3,37
7.1106314341581545,peripheral,37,1
7.110681221288411,bimodal,8,36
7.111248735954097,peripheral,6,31
7.112363549311567,uniform,40,31
7.112436538988164,uniform,17,16
7.112725447129152,peripheral,1,15
7.112841120802915,uniform,22,32
7.112963770162718,bimodal,31,44
7.113350174072809,peripheral,4,48
7.113609920589214,bimodal,41,32
7.114098633251088,uniform,40,4
7.114111864316529,uniform,48,33
7.114498846603548,bimodal,47,31
7.115725906231969,uniform,12,19
7.115755105123132,peripheral,30,50
7.116272410691458,peripheral,4,18
7.116543006037355,uniform,25,18
7.116607994106302,uniform,21,20
7.116689783835385,bimodal,16,15
7.116924395077319,peripheral,41,1
7.117051178636495,uniform,7,38
7.117146256579405,bimodal,16,26
7.117269890740728,peripheral,19,15
7.117337448456585,bimodal,29,30
7.117902682369775,bimodal,49,46
7.118178711175909,bimodal,1,31
7.118691172649853,peripheral,40,33
7.118742255635677,uniform,48,30
7.119909613083251,peripheral,20,43
7.119938184775637,bimodal,33,46
7.120070005763329,uniform,15,32
7.120587429739646,bimodal,12,27
7.120800900991856,peripheral,23,44
7.121361547413999,uniform,13,43
7.121514832021799,uniform,50,9
7.121701728784014,uniform,30,23
7.121898824548853,peripheral,36,43
7.121906213467155,bimodal,32,2
7.121952414154791,uniform,30,35
7.122510655542913,peripheral,4,19
7.123208755417052,peripheral,7,20
7.1232772446336075,uniform,21,36
7.123489188081133,uniform,42,12
7.123658204973586,uniform,11,49
7.124071285651855,bimodal,2,2
7.124096799166914,peripheral,37,31
7.124236694264512,bimodal,45,46
7.124792164699115,uniform,34,19
7.1249197829516655,uniform,8,28
7.125217657278114,uniform,25,28
7.12570368324523,bimodal,6,17
7.125774749626737,peripheral,25,24
7.126315761265694,peripheral,45,1
7.126749182922074,uniform,8,44
7.126821969697069,bimodal,27,22
7.1269586309841575,peripheral,4,49
7.127097623460708,bimodal,44,17
7.127311245222622,peripheral,38,23
7.127609573704292,uniform,1,33
7.127785850396103,central,0,29
7.127823619337685,bimodal,1,46
7.128175701539975,uniform,15,42
7.128478608353019,bimodal,33,30
7.128632418557512,uniform,42,7
7.128856050277286,bimodal,45,31
7.129444711369444,peripheral,29,48
7.12949691567909,peripheral,23,35
7.13019558552417,uniform,50,8
7.130809998770932,uniform,47,24
7.131056557808624,peripheral,27,23
7.131099371166256,peripheral,34,43
7.131612615977005,uniform,27,17
7.1317630268337595,uniform,14,40
7.132442543130786,bimodal,26,22
7.132792716072924,bimodal,18,41
7.132850735932678,bimodal,7,22
7.133200187207878,peripheral,43,7
7.133524848940098,bimodal,6,11
7.134002584944809,bimodal,33,36
7.13511527559516,bimodal,46,11
7.135237243898014,uniform,31,35
7.135418929086347,bimodal,16,22
7.135423570364427,bimodal,11,26
7.135621164991774,bimodal,16,34
7.1360899458524285,bimodal,45,24
7.1367028903984036,bimodal,37,28
7.137423070020067,peripheral,30,12
7.137659821732706,uniform,39,10
7.137710766608865,peripheral,22,33
7.138466559381565,bimodal,20,36
7.138626020566678,uniform,50,50
7.1390864742761035,uniform,34,15
7.139177980117924,bimodal,47,35
7.139329556050864,peripheral,45,15
7.139700871546246,uniform,30,50
7.140279246043539,uniform,47,44
7.140301781040144,peripheral,5,12
7.14073271382172,peripheral,18,24
7.140808982891226,peripheral,40,46
7.140846890589389,peripheral,5,30
7.141004900703695,bimodal,2,11
7.141431773250825,bimodal,7,35
7.142834158227994,uniform,47,14
7.142979552123262,bimodal,49,32
7.143259278961543,peripheral,16,29
7.143461915807933,uniform,27,30
7.14383492507901,uniform,15,33
7.144000243787735,bimodal,24,36
7.14409887301531,peripheral,23,27
7.144272297844077,bimodal,14,43
7.144507910312435,peripheral,33,4
7.144518770724833,uniform,27,43
7.144520987083629,bimodal,22,44
7.145270804075842,bimodal,3,33
7.145271934944628,uniform,5,32
7.145379228831768,bimodal,38,44
7.1455277724983715,peripheral,23,29
7.145671536143296,peripheral,19,31
7.145965542782626,bimodal,18,31
7.146194730192564,bimodal,8,44
7.146911923420581,uniform,18,11
7.147069183628486,uniform,14,20
7.14722660125228,uniform,46,15
7.147308569803614,uniform,4,9
7.147592056379566,bimodal,5,36
7.1490321691096295,uniform,49,50
7.14949747249435,uniform,2,20
7.149904445920208,peripheral,47,25
7.149984496323852,peripheral,26,45
7.1501554288283105,uniform,1,10
7.150826285621565,uniform,9,10
7.151831657809788,uniform,20,18
7.152810334931171,bimodal,41,22
7.1535341020484315,bimodal,23,34
7.1536860114592065,bimodal,31,15
7.153876660321146,bimodal,15,34
7.1543588814360435,bimodal,34,10
7.154363710327413,uniform,17,46
7.154446913118095,peripheral,31,26
7.155017782369744,peripheral,42,39
7.15504931152294,bimodal,39,12
7.155858096450688,uniform,43,48
7.156095408875401,uniform,42,30
7.156334741467399,peripheral,23,34
7.156355099253911,bimodal,18,47
7.156457500711174,bimodal,16,48
7.156679031957596,bimodal,16,37
7.156789051784996,bimodal,44,12
7.156855362968308,peripheral,11,2
7.157175327501122,peripheral,12,12
7.157307589402231,uniform,9,21
7.157988461858135,peripheral,10,27
7.158026150662649,bimodal,4,9
7.158035017231255,peripheral,4,44
7.1580627372467065,peripheral,21,26
7.158245489330033,bimodal,15,16
7.1598752562225085,peripheral,41,16
7.160668706142615,peripheral,17,21
7.1608153440858215,uniform,37,46
7.16117166711037,uniform,16,2
7.161671576787866,bimodal,18,50
7.161807016785314,bimodal,30,44
7.161968664037213,bimodal,7,13
7.1633012179492574,bimodal,4,27
7.163735978470744,bimodal,16,13
7.1642300411370705,bimodal,39,1
7.1643100255747445,uniform,31,36
7.164372022036618,uniform,2,8
7.164412137762265,peripheral,22,38
7.1649235909113465,uniform,33,41
7.16502277753589,peripheral,45,35
7.165247566995051,peripheral,12,1
7.165688448205993,peripheral,46,33
7.166288677073906,peripheral,41,15
7.166337041246062,bimodal,25,16
7.166827760955372,bimodal,45,14
7.167162548028417,bimodal,32,7
7.167314131995299,bimodal,29,32
7.1674325259513925,peripheral,2,29
7.167528412498566,uniform,16,11
7.167984103076013,peripheral,39,32
7.168153615198764,peripheral,32,45
7.168329604515152,peripheral,35,9
7.168744378785815,peripheral,40,50
7.169447089498692,uniform,47,35
7.169540106773827,uniform,22,2
7.16955139785373,bimodal,9,10
7.1699219208855975,uniform,34,1
7.170059066824415,uniform,24,34
7.170129332266123,uniform,13,8
7.17043945782933,uniform,26,18
7.170594547841181,bimodal,29,33
7.17094966034913,peripheral,2,13
7.171064206500715,peripheral,3,1
7.171763196047983,bimodal,10,37
7.172502436274204,uniform,2,23
7.172524220361714,peripheral,34,31
7.173197869945604,peripheral,11,40
7.173207175273544,peripheral,12,11
7.17349473468682,peripheral,44,24
7.174337072167781,uniform,11,18
7.174477139481877,bimodal,42,32
7.174494220458488,peripheral,20,28
7.17455583553683,bimodal,31,19
7.174876260795334,bimodal,4,11
7.17513973039325,uniform,25,30
7.175526423114038,uniform,7,45
7.175672612202233,bimodal,12,9
7.175815447140153,peripheral,39,17
7.176293979912857,uniform,32,36
7.176314921406693,bimodal,5,46
7.176334762156216,bimodal,30,24
7.177346276083145,bimodal,33,16
7.177377108269254,uniform,18,36
7.177644722395607,peripheral,36,19
7.177932637523166,peripheral,18,19
7.177990876072566,peripheral,47,43
7.178463570537001,peripheral,2,30
7.1785188433731975,bimodal,45,29
7.179716829562687,peripheral,5,29
7.180199085333629,peripheral,10,46
7.1804416681604435,uniform,8,17
7.180519438391247,uniform,10,14
7.181151600430146,bimodal,41,16
7.181161021395068,uniform,37,20
7.181227461605268,bimodal,36,17
7.181496103417887,uniform,41,9
7.181640393840161,bimodal,1,8
7.182799552867486,peripheral,34,19
7.183200312214788,uniform,39,17
7.183892352541817,peripheral,44,45
7.183981687123784,uniform,39,12
7.184148048667632,bimodal,22,49
7.185024815451858,uniform,1,50
7.1852380976638806,peripheral,38,20
7.185333276573275,peripheral,21,22
7.185419653458456,bimodal,21,32
7.185708290835594,bimodal,33,27
7.186115272949622,peripheral,39,38
7.18651168948829,uniform,6,49
7.186786488858608,peripheral,39,18
7.186866867627548,uniform,17,37
7.187209772500877,uniform,4,35
7.1876896193131925,peripheral,42,42
7.1879534980321305,bimodal,17,16
7.188131703987558,peripheral,19,50
7.189003190791203,uniform,5,8
7.189125980873064,peripheral,40,32
7.189290167096069,uniform,43,30
7.190080231830588,bimodal,7,17
7.190316442737417,uniform,46,39
7.190318660883536,peripheral,12,39
7.190599573466074,uniform,11,32
7.190707491157437,bimodal,50,27
7.191257183404764,peripheral,1,35
7.191306328769736,peripheral,7,49
7.19168447106437,uniform,13,46
7.191813352539669,peripheral,32,47
7.192026348174965,central,0,46
7.193321330617215,bimodal,14,1
7.193398593934778,uniform,23,5
7.193685401260351,bimodal,11,9
7.194051395962071,bimodal,7,50
7.1948483624705935,uniform,27,41
7.195165317731044,uniform,1,38
7.1983102915453445,bimodal,2,10
7.198423315189741,bimodal,9,4
7.198896025976541,uniform,5,6
7.199844407431972,peripheral,31,6
7.200577558347888,uniform,45,6
7.201935473842586,peripheral,24,15
7.202722404537697,peripheral,2,39
7.202770284807694,uniform,30,38
7.203262564180998,peripheral,18,45
7.203368329261988,bimodal,5,37
7.203760333970544,bimodal,50,38
7.2039499568617105,peripheral,8,11
7.204208858019555,peripheral,34,32
7.204258819835208,peripheral,12,40
7.204353432748163,uniform,48,32
7.2049062991213395,peripheral,14,22
7.205003458915592,uniform,24,13
7.205039624977742,uniform,7,3
7.20522020278889,peripheral,22,17
7.205611606421119,peripheral,28,29
7.206187461201782,uniform,10,30
7.206315011380674,central,0,27
7.206505503684035,peripheral,38,1
7.206901559308024,peripheral,28,26
7.20720940004938,peripheral,47,36
7.20774125447028,bimodal,40,10
7.208741599676908,uniform,18,16
7.21021320006028,peripheral,47,30
7.210297499827494,uniform,17,30
7.210523763389014,bimodal,10,21
7.210649174023657,peripheral,39,28
7.211651425951178,uniform,37,39
7.212607683833109,peripheral,9,49
7.213647815098778,bimodal,17,27
7.213748619649055,uniform,42,2
7.214086309649537,peripheral,5,23
7.2142109459494765,bimodal,47,47
7.215707520490832,peripheral,19,12
7.216204321114694,uniform,28,34
7.2166832849147955,peripheral,24,47
7.216908169736803,uniform,20,21
7.217031737265269,bimodal,43,43
7.217096665026263,bimodal,8,11
7.217734747545685,uniform,49,7
7.217968809031113,uniform,7,26
7.217970165761488,bimodal,7,33
7.2182583250433385,peripheral,27,47
7.21835697782795,peripheral,35,26
7.218608464900803,bimodal,15,49
7.218780870611731,peripheral,31,50
7.219204332233979,peripheral,4,41
7.2192476134595704,peripheral,50,50
7.219306342468796,peripheral,22,28
7.2193893564925915,bimodal,17,32
7.2203649064810635,peripheral,34,33
7.220680377235864,bimodal,33,25
7.2208396693215455,bimodal,28,21
7.2209275595037505,uniform,41,2
7.221087194003407,bimodal,15,25
7.221567311844759,bimodal,43,33
7.222184419354553,uniform,12,5
7.2223214383873415,peripheral,16,36
7.222775049721034,peripheral,44,44
7.223781875369844,peripheral,16,23
7.22380353596416,bimodal,13,32
7.22382642429839,bimodal,27,28
7.223932583400924,uniform,31,27
7.2241728570908315,uniform,36,35
7.224236913078955,uniform,12,31
7.22473431826799,bimodal,7,47
7.22474557169885,uniform,32,49
7.224922287850154,peripheral,3,43
7.225375495810115,peripheral,37,37
7.225714836845542,uniform,30,37
7.22655291309491,bimodal,4,36
7.226643082940593,peripheral,49,12
7.226840263229408,peripheral,44,1
7.227682335479746,bimodal,12,16
7.228214474962393,peripheral,45,43
7.2282255106896365,uniform,13,34
7.228566575302641,uniform,39,5
7.229365129977627,peripheral,17,26
7.229490474921216,bimodal,7,29
7.229827711701316,bimodal,42,17
7.230146481647299,peripheral,28,13
7.230913046675684,bimodal,10,31
7.231378414919393,peripheral,35,6
7.2315896992038775,uniform,12,28
7.231675634114075,peripheral,10,18
7.231843158245959,uniform,37,32
7.231959511056184,uniform,44,20
7.232122958054616,uniform,45,45
7.2324047886771625,uniform,26,29
7.232930393010439,bimodal,43,34
7.232944656744225,peripheral,1,10
7.233296459182467,uniform,34,45
7.23426912262731,uniform,50,32
7.2343869010734965,bimodal,35,14
7.23513640209783,peripheral,42,26
7.2353925816789735,bimodal,50,1
7.235483539477239,peripheral,27,13
7.235667068077826,bimodal,37,33
7.236583843271617,bimodal,15,6
7.236594612045582,peripheral,8,48
7.238117223149564,uniform,13,10
7.239140018907504,peripheral,8,39
7.239209115115505,uniform,36,12
7.239368970757456,uniform,33,36
7.239428692226797,peripheral,37,42
7.239531829420372,uniform,5,44
7.2395943203916815,uniform,22,31
7.240051307197442,bimodal,12,3
7.2406528709998135,peripheral,8,26
7.240851819396851,uniform,10,39
7.242106464670315,bimodal,19,23
7.242164250197845,bimodal,12,38
7.242577928602914,uniform,21,3
7.242691286860026,bimodal,33,23
7.242985563844968,peripheral,32,1
7.243738545330369,uniform,50,13
7.243860774347956,bimodal,33,21
7.244146582867559,bimodal,28,20
7.244754246727748,uniform,39,47
7.245277422824427,uniform,35,43
7.245481573999581,peripheral,35,7
7.246037650849098,bimodal,14,38
7.246051309850853,uniform,40,17
7.246279505608265,peripheral,42,45
7.246352025276151,peripheral,48,18
7.246497151712205,uniform,30,40
7.248336067270634,peripheral,11,3
7.249032732086427,bimodal,24,33
7.249394681889754,bimodal,43,16
7.249671602260213,uniform,46,21
7.249740716816266,bimodal,22,48
7.2499836565760045,peripheral,15,37
7.2501617100359415,uniform,33,35
7.250588070173159,bimodal,15,4
7.251222896486787,bimodal,26,14
7.252152362252157,peripheral,43,5
7.252839343431252,peripheral,10,7
7.253563300965698,bimodal,28,17
7.253817889405762,uniform,41,37
7.254260968309722,peripheral,4,10
7.254801109707951,uniform,27,37
7.255242642501108,bimodal,3,27
7.255902968761753,bimodal,46,21
7.256723540316174,uniform,32,37
7.256954030392363,uniform,12,32
7.257638400601664,bimodal,11,7
7.257786230072477,bimodal,21,26
7.257992651204366,peripheral,14,27
7.258052575181196,peripheral,4,22
7.258638448064583,uniform,13,42
7.258804694164502,bimodal,7,27
7.259196627323327,uniform,42,13
7.259365409210004,bimodal,11,35
7.260724583344654,bimodal,42,11
7.261476563522952,bimodal,24,12
7.26171695803356,bimodal,40,1
7.2622905078085624,bimodal,5,25
7.2625571843303405,peripheral,43,20
7.26257166487453,peripheral,23,45
7.263791113100611,uniform,50,22
7.264007551809334,uniform,44,34
7.264232491947155,bimodal,47,42
7.264665727988169,central,0,39
7.265147731383094,uniform,36,36
7.265161271375815,uniform,9,42
7.265210215041036,peripheral,35,29
7.265216727912353,peripheral,11,34
7.265256101593842,peripheral,29,13
7.265362401550394,peripheral,2,11
7.265758414335048,peripheral,40,37
7.265994156363991,peripheral,33,6
7.266388357403615,uniform,37,4
7.267570472236905,uniform,24,45
7.2678435490871935,uniform,36,47
7.2682292496120215,uniform,4,8
7.268452346758635,uniform,29,38
7.268535135137944,uniform,22,28
7.268932177323052,bimodal,39,31
7.269985276535057,uniform,45,48
7.271395993304479,bimodal,3,49
7.271862692778534,bimodal,5,40
7.272160498154113,uniform,18,2
7.272400252050177,bimodal,29,26
7.272537870208546,uniform,50,16
7.274026624717892,bimodal,13,30
7.274352173317008,bimodal,2,35
7.274359883244676,peripheral,11,49
7.274435630952096,peripheral,33,29
7.274679941927766,bimodal,8,30
7.274707285734996,bimodal,40,40
7.274821019074047,bimodal,38,1
7.275154163588919,uniform,17,27
7.275484086872388,uniform,41,36
7.2758942067471395,uniform,4,46
7.27708630753132,peripheral,11,43
7.277241322166091,uniform,10,32
7.277447813323172,peripheral,27,46
7.277491429234296,uniform,49,13
7.27764303006364,bimodal,31,5
7.277981232755475,bimodal,2,33
7.278663374184302,bimodal,29,27
7.278916545213523,uniform,33,38
7.278936607016441,uniform,15,35
7.280174984729446,bimodal,31,37
7.280269207055057,uniform,24,37
7.280805864872769,peripheral,13,27
7.280837671187607,peripheral,10,10
7.281269860910724,uniform,15,45
7.281586854744438,bimodal,45,39
7.281907803663526,uniform,24,47
7.282397298305637,peripheral,19,40
7.282416380888955,bimodal,2,24
7.282466831817324,bimodal,3,28
7.283124258637244,bimodal,40,36
7.28315514809815,bimodal,18,13
7.283773508744588,uniform,34,20
7.28412325021045,bimodal,13,47
7.2845236121541515,peripheral,45,20
7.284726252148504,uniform,42,4
7.284834902402434,peripheral,42,13
7.285452344437539,peripheral,44,43
7.285706406802606,uniform,25,5
7.286685269162632,peripheral,44,27
7.286881494152962,uniform,2,36
7.2872167846816875,peripheral,30,29
7.287645937039811,bimodal,34,17
7.287768720035312,bimodal,32,46
7.288222308619294,bimodal,31,39
7.2882557143023,uniform,28,35
7.288304056949293,uniform,1,14
7.288931212831255,uniform,14,2
7.2890415623754885,peripheral,19,33
7.289928617242429,uniform,20,24
7.290069836943991,bimodal,10,49
7.290088443942869,uniform,31,20
7.290491343967136,peripheral,27,50
7.290900530264103,peripheral,1,48
7.291053393830493,peripheral,8,2
7.291522344077181,bimodal,45,48
7.291917589390722,bimodal,11,28
7.291930453198721,peripheral,30,47
7.292005559610521,bimodal,20,48
7.292208748389854,uniform,1,44
7.292225556857072,bimodal,48,12
7.2923467853693555,peripheral,38,16
7.292645619503504,peripheral,49,48
7.293298037839003,peripheral,2,8
7.293398704409751,uniform,34,25
7.2937373237606185,peripheral,43,38
7.2938775316097395,uniform,40,27
7.294804366414379,peripheral,27,34
7.294837949380257,peripheral,25,38
7.29521729057687,bimodal,44,40
7.295915665688652,peripheral,44,46
7.296910452229557,uniform,3,33
7.297393934251484,uniform,28,29
7.298064780368539,uniform,14,31
7.298324092738551,peripheral,33,10
7.298889691199318,bimodal,29,46
7.299019481574395,bimodal,41,28
7.299333670588149,uniform,39,27
7.299339619694396,uniform,31,49
7.29935607509826,uniform,18,27
7.299598102085017,uniform,47,42
7.299973365649825,peripheral,16,49
7.301141288452064,peripheral,18,42
7.301338133187774,bimodal,14,45
7.301556381971707,uniform,45,39
7.301645700626124,peripheral,38,50
7.301670540925702,bimodal,29,50
7.301796873393975,peripheral,12,26
7.301874618764116,central,0,23
7.301921017816332,peripheral,48,16
7.302144463383339,uniform,37,28
7.302268500837447,bimodal,41,39
7.302573773496661,uniform,38,19
7.3032254569740935,peripheral,16,22
7.303473115080328,peripheral,49,42
7.303518629377689,uniform,50,44
7.3035234293613955,uniform,10,23
7.303916415552011,bimodal,36,29
7.3041189312671575,uniform,23,45
7.304281853166721,bimodal,45,34
7.304409875362167,peripheral,27,26
7.3048663015417885,bimodal,20,14
7.305782249201963,peripheral,42,18
7.306148662074755,peripheral,37,44
7.306453979199894,bimodal,49,38
7.306499074434436,uniform,47,32
7.307839277722404,bimodal,31,46
7.307891119914771,uniform,26,31
7.308072421642338,bimodal,38,36
7.30816138497992,peripheral,8,33
7.3084601272926735,uniform,5,41
7.308883847389156,uniform,44,38
7.309366410464545,peripheral,50,44
7.309650646833949,peripheral,39,29
7.310607078901633,uniform,48,49
7.310681883055101,bimodal,20,18
7.311043546943933,bimodal,4,38
7.311159076793704,uniform,34,31
7.312066456044657,uniform,49,10
7.312298405205331,bimodal,5,38
7.312720432536085,uniform,7,27
7.312783455092353,uniform,20,35
7.31301986198739,bimodal,37,25
7.313210036825297,peripheral,44,31
7.31336610743518,peripheral,31,31
7.314349793352006,bimodal,17,2
7.31461407549051,bimodal,23,37
7.314990995422429,bimodal,33,18
7.316795697035008,peripheral,49,38
7.317684973039356,uniform,42,33
7.317730066786539,bimodal,34,34
7.318130257422869,bimodal,22,19
7.3183691575041685,peripheral,45,41
7.318449352803179,peripheral,31,21
7.318553807594753,bimodal,17,30
7.31991911168073,bimodal,9,29
7.320429973246503,bimodal,33,15
7.32051800154045,uniform,20,25
7.320521267418597,bimodal,39,38
7.320847844281573,uniform,20,2
7.320922439525718,peripheral,46,17
7.3211195083788105,uniform,2,3
7.3212835388901585,uniform,21,15
7.321986936509314,peripheral,31,47
7.322230989741667,peripheral,30,46
7.322248921815449,peripheral,13,32
7.323153619540443,peripheral,15,30
7.323479506549447,uniform,11,38
7.32360987362825,bimodal,21,29
7.324517828290289,peripheral,5,28
7.325661557785493,bimodal,14,39
7.326056346827715,uniform,25,32
7.3261350639206455,bimodal,44,28
7.326617312545138,uniform,17,44
7.327281886449625,peripheral,7,40
7.327648510356844,uniform,20,42
7.327679777418473,uniform,8,35
7.327717144849657,uniform,21,24
7.327871085979368,bimodal,18,48
7.328103512787802,uniform,20,50
7.328327869031157,bimodal,7,48
7.3285788092559665,bimodal,35,41
7.328851478948249,bimodal,45,45
7.328877237610141,uniform,42,31
7.32922792544676,uniform,27,20
7.3296507347021915,peripheral,19,42
7.331921778491514,peripheral,45,22
7.332725987904338,uniform,27,29
7.3343029830193105,peripheral,36,6
7.3348275010091015,bimodal,17,22
7.334933872315362,bimodal,40,12
7.335385121449333,uniform,13,3
7.3355628454228645,uniform,7,10
7.335795225744142,peripheral,16,26
7.335863945904045,bimodal,3,1
7.335919645131844,uniform,1,24
7.336385815799035,uniform,40,14
7.336630773638889,uniform,35,42
7.336826893232648,bimodal,28,38
7.337022103002517,bimodal,43,41
7.337091127309818,uniform,26,37
7.338277686087021,bimodal,26,29
7.338575863199881,peripheral,24,41
7.338586335883173,bimodal,16,47
7.338723939314266,peripheral,49,44
7.338870674083828,bimodal,46,35
7.339053506099327,bimodal,32,42
7.339582679945565,bimodal,28,32
7.340269573713208,uniform,26,42
7.340333089782135,peripheral,13,30
7.341220515612742,bimodal,41,26
7.341456215571543,uniform,18,3
7.341575135182174,bimodal,4,15
7.342487491838458,uniform,16,39
7.3429722082227125,uniform,31,47
7.343025976400991,uniform,21,26
7.343173440427797,uniform,2,37
7.3436645906799916,uniform,22,4
7.343689262938172,peripheral,39,1
7.345286314375701,bimodal,34,25
7.345408801498763,peripheral,23,31
7.345516898364028,uniform,14,37
7.345533702384122,peripheral,43,45
7.346037927474658,bimodal,48,34
7.34615320002066,uniform,46,16
7.346856228398146,peripheral,6,2
7.346902362367454,bimodal,41,19
7.347068139274038,peripheral,35,20
7.347602612806319,peripheral,49,41
7.349044460238012,uniform,20,49
7.349938201501646,uniform,36,37
7.350197519212479,bimodal,34,38
7.350638538928002,uniform,43,2
7.351005925266519,peripheral,3,19
7.351144840229768,uniform,31,38
7.351233615817654,uniform,45,21
7.351305554991072,uniform,45,15
7.351342258802543,bimodal,24,47
7.351356219361462,uniform,29,22
7.3515836295679025,uniform,48,29
7.351606352138085,uniform,36,31
7.351868870914671,bimodal,36,31
7.352566155006354,peripheral,14,5
7.352781953161766,peripheral,46,41
7.3527927053962605,peripheral,48,37
7.35293277147912,bimodal,13,46
7.353350411438096,uniform,19,49
7.353725041930985,peripheral,30,21
7.353898058912564,bimodal,7,14
7.353937700843032,bimodal,24,23
7.35428830578565,peripheral,41,11
7.354396310241991,peripheral,6,48
7.354409989470234,uniform,43,18
7.354710571903031,uniform,18,40
7.354891027248113,bimodal,29,39
7.355444044509129,uniform,8,26
7.355934346210672,bimodal,42,30
7.356527018403593,uniform,20,5
7.357335111889339,uniform,16,12
7.357529814936056,bimodal,42,23
7.357585951956138,uniform,47,41
7.357656414560142,uniform,40,9
7.3580499552973455,bimodal,40,35
7.358854599512767,uniform,50,17
7.360072106997596,peripheral,14,13
7.360308885134142,uniform,50,12
7.3603417810259195,uniform,45,8
7.36235143850753,uniform,22,22
7.362366685762139,bimodal,20,50
7.362455790099979,bimodal,14,5
7.362515867252375,uniform,50,26
7.3628306795930065,uniform,2,9
7.363026127648565,uniform,46,30
7.3632162084719095,uniform,10,16
7.363754213983487,bimodal,16,6
7.364842409685768,bimodal,36,8
7.365623920513146,bimodal,36,20
7.366137137163518,bimodal,7,1
7.366405416161056,bimodal,1,10
7.3667203934414704,bimodal,45,25
7.3674461044034345,bimodal,19,32
7.3680769394824175,peripheral,2,20
7.368091633932917,uniform,44,35
7.368207149340839,bimodal,21,38
7.368304536271303,peripheral,18,33
7.368525871891632,bimodal,26,16
7.368539594222023,peripheral,24,40
7.368857416540393,bimodal,29,41
7.368900296095088,peripheral,1,13
7.369888699438792,bimodal,43,9
7.370189509699597,uniform,32,13
7.370556135111667,uniform,19,39
7.370907849317403,peripheral,46,7
7.371028743416658,bimodal,12,50
7.37154862388589,uniform,45,23
7.3722416438464755,bimodal,48,10
7.372369463944103,uniform,22,40
7.372547731318643,bimodal,26,20
7.372623676972807,uniform,11,27
7.372802113585569,uniform,18,31
7.372830958778673,uniform,38,31
7.372847446951341,uniform,17,18
7.3734059573749535,bimodal,20,33
7.373818456063802,bimodal,9,7
7.37429050212478,peripheral,47,8
7.374293955564714,uniform,33,37
7.374915491565068,bimodal,7,30
7.3760922545613,bimodal,3,5
7.3761249807179645,peripheral,3,23
7.376128425653004,peripheral,25,19
7.376395819733633,uniform,12,29
7.376513591120129,peripheral,42,47
7.376644191162455,peripheral,18,14
7.3766791949155115,uniform,18,29
7.376759178079702,uniform,1,37
7.377322973633947,uniform,34,28
7.3776089110397205,uniform,8,42
7.377635717229297,uniform,6,14
7.377786627082019,peripheral,38,43
7.377884490274648,bimodal,14,4
7.378011226286899,peripheral,30,15
7.378222488305159,peripheral,1,3
7.378481253099016,peripheral,15,48
7.3785982897535,uniform,26,39
7.378874280857796,uniform,18,26
7.378946513407257,bimodal,42,20
7.379394778444264,peripheral,31,8
7.379441878387073,uniform,3,38
7.380192855877719,bimodal,25,27
7.38063881813772,uniform,10,25
7.380788727272768,peripheral,43,39
7.38093746077204,bimodal,34,35
7.381552133383928,bimodal,4,22
7.381916213641533,peripheral,3,10
7.382676330065694,peripheral,38,24
7.382853648479394,uniform,48,46
7.382867839649902,peripheral,46,20
7.38290018886613,bimodal,34,20
7.383034818564601,bimodal,28,45
7.3830418626630685,peripheral,9,28
7.383730837274584,peripheral,20,36
7.384734070396549,uniform,50,1
7.384927468814569,peripheral,10,22
7.385091562180513,bimodal,39,36
7.3855220240426025,bimodal,11,46
7.385526577642388,peripheral,9,45
7.385666235717563,peripheral,35,38
7.385865088646732,uniform,19,48
7.385892423507208,peripheral,21,39
7.386030921884876,uniform,9,4
7.386231331503766,peripheral,46,1
7.386737736607106,bimodal,9,43
7.387227351294571,bimodal,25,21
7.387416019193965,bimodal,34,16
7.387674536628016,bimodal,25,44
7.388217203688509,peripheral,29,42
7.388396746775941,bimodal,39,46
7.389342051280905,bimodal,26,41
7.389527554214057,uniform,45,31
7.389748779876082,bimodal,6,21
7.389861245925237,peripheral,2,49
7.390121220898217,peripheral,50,29
7.390125639017012,bimodal,50,36
7.3902315206668705,peripheral,6,44
7.390407634105095,peripheral,2,2
7.390764835334747,uniform,39,33
7.391246412394355,peripheral,42,23
7.391321764495059,peripheral,5,50
7.391691139007581,bimodal,38,31
7.39170268718578,peripheral,40,15
7.391982374958339,bimodal,17,13
7.392125996839597,uniform,37,14
7.392272694784434,bimodal,23,43
7.392414008976497,bimodal,50,42
7.392633433939136,peripheral,34,7
7.392927410208788,bimodal,5,24
7.3942156233458185,peripheral,11,5
7.395620569467989,uniform,3,7
7.39602031951899,peripheral,11,46
7.396223643617842,bimodal,35,47
7.396432200295529,bimodal,36,15
7.396487524905171,bimodal,38,25
7.396537986773459,uniform,44,32
7.396742735184888,bimodal,30,30
7.397433212896551,uniform,4,40
7.397463367200423,bimodal,4,28
7.397806153580954,bimodal,3,43
7.39912996241056,peripheral,2,5
