sar,type,mean,sigma
6.526936612344736,uniform,25,27
6.526959819028512,peripheral,44,30
6.527870669418623,uniform,18,32
6.527919890564569,uniform,12,41
6.52794561200707,uniform,12,44
6.528016501094514,bimodal,17,18
6.528216370519237,bimodal,36,49
6.528386231651791,uniform,1,25
6.5291787407462225,peripheral,30,35
6.530525578949044,bimodal,29,21
6.530621163254533,uniform,30,31
6.531047005254262,bimodal,14,48
6.5310598833728415,peripheral,46,38
6.531693651857962,bimodal,31,3
6.53199062029408,peripheral,28,24
6.53208412936833,bimodal,4,23
6.532124543577661,central,0,28
6.533230798308953,uniform,2,25
6.533380531886893,uniform,29,47
6.5339487140142865,uniform,9,18
6.534188688601774,uniform,48,47
6.535053519193335,peripheral,35,46
6.5351544197243365,uniform,37,16
6.535899029503174,peripheral,9,1
6.536176644833643,uniform,22,11
6.536284433716876,peripheral,20,22
6.536312403125941,uniform,3,17
6.536741181002121,uniform,8,33
6.537265121701666,peripheral,29,33
6.537446649200457,peripheral,3,28
6.537466828904292,uniform,4,30
6.53754541351917,uniform,32,27
6.537601111294687,peripheral,34,34
6.537606651514295,uniform,48,21
6.537813587345982,uniform,22,21
6.53812403692618,peripheral,15,26
6.538609816780375,peripheral,27,39
6.538651758611266,uniform,7,31
6.539136998768281,peripheral,11,24
6.539434994512118,uniform,12,18
6.540111574027085,bimodal,7,20
6.540169529885239,peripheral,2,15
6.540327616393994,uniform,40,16
6.540511266321251,bimodal,16,24
6.540787886484689,bimodal,31,17
6.541828863115698,bimodal,27,41
6.542354044076382,uniform,42,25
6.542777229971352,bimodal,15,13
6.5428452057545465,bimodal,42,21
6.543134654066117,peripheral,9,43
6.5440483867886226,peripheral,34,17
6.544180413083583,peripheral,28,25
6.544842875344321,bimodal,31,32
6.545499121362439,peripheral,11,50
6.545848854283929,bimodal,24,46
6.545878736173719,bimodal,15,48
6.5461129535245925,uniform,41,24
6.546231206923199,bimodal,28,13
6.546699622094387,bimodal,17,3
6.547326565593981,peripheral,11,16
6.547564014913117,peripheral,32,25
6.54813820654899,uniform,16,49
6.548293022987896,bimodal,28,25
6.548395432838398,uniform,41,28
6.548458380089347,bimodal,9,13
6.549068108417893,bimodal,13,18
6.549218498407939,uniform,47,3
6.549397962230165,peripheral,16,32
6.549907251047021,peripheral,5,49
6.550455109329281,bimodal,21,10
6.5507342798751935,uniform,45,47
6.550998184273339,uniform,22,16
6.5513363940557126,bimodal,12,37
6.551992336985698,peripheral,18,11
6.552022520455279,peripheral,33,31
6.553132821573056,peripheral,36,4
6.553416858801182,peripheral,4,12
6.553650604070217,bimodal,16,23
6.553720812151469,peripheral,50,24
6.554333703057207,uniform,45,13
6.554483687924746,uniform,23,1
6.554660584933143,peripheral,2,17
6.554854436035689,bimodal,15,15
6.555254947196684,uniform,3,23
6.555596811493601,uniform,8,14
6.556040935892798,uniform,44,28
6.5570001578691715,bimodal,10,26
6.557831687498043,uniform,35,1
6.558154310495003,uniform,39,15
6.558394216485561,peripheral,18,39
6.559245887861326,bimodal,11,5
6.559753301193617,bimodal,18,22
6.560084980356544,peripheral,27,25
6.560291536196264,bimodal,20,47
6.560386264737476,peripheral,43,43
6.560999592147113,uniform,33,45
6.56140326143596,uniform,1,20
6.562082330045873,bimodal,3,19
6.562368181129976,peripheral,12,45
6.562698650191375,peripheral,4,28
6.563924222799246,peripheral,4,32
6.564215622029984,uniform,14,21
6.564343502568045,bimodal,19,16
6.565166932963589,peripheral,24,28
6.565516586837698,peripheral,21,37
6.56629806722268,bimodal,10,47
6.567053501424244,bimodal,36,50
6.567096765243906,bimodal,17,29
6.567176340359185,bimodal,31,1
6.56745665035935,uniform,5,28
6.56747864603223,uniform,16,17
6.567485868389898,uniform,29,17
6.569102133161852,uniform,35,46
6.569465000302695,peripheral,29,28
6.569489970392866,uniform,35,35
6.570679888160413,uniform,15,41
6.570758458740338,uniform,41,27
6.571063549121743,peripheral,22,22
6.571246376496665,uniform,23,23
6.571425092229141,uniform,33,16
6.571953818714745,peripheral,8,25
6.572034828718334,peripheral,34,1
6.572042926081444,uniform,40,28
6.572360774367287,uniform,17,24
6.572874459566185,uniform,45,37
6.572876261087402,peripheral,22,35
6.572919984567476,uniform,31,16
6.5730341736822036,peripheral,20,21
6.573046156744282,uniform,28,15
6.573057286171372,peripheral,18,18
6.573814128958547,uniform,20,31
6.573864584578665,uniform,46,43
6.574007853180016,uniform,22,10
6.574800582564161,bimodal,31,13
6.575411339262012,bimodal,32,4
6.575475296461896,uniform,24,25
6.575602951223937,bimodal,23,31
6.576183968955399,uniform,7,25
6.576282938760137,bimodal,3,11
6.576355170977845,peripheral,44,15
6.5769438515710235,peripheral,11,39
6.577384638468629,peripheral,15,3
6.578143709312672,peripheral,20,20
6.578444737057745,peripheral,33,16
6.578628866131199,peripheral,15,11
6.578997707923863,bimodal,9,40
6.579154374851069,uniform,27,15
6.579339107751313,peripheral,19,46
6.5801221209608185,peripheral,18,32
6.580174502901006,bimodal,44,47
6.580220657690181,uniform,35,27
6.580318102667723,central,0,16
6.58072728912167,uniform,47,26
6.581063016081331,uniform,28,21
6.581451324951564,peripheral,30,24
6.581659491069511,bimodal,6,12
6.582618201295383,peripheral,15,28
6.584173364852566,uniform,25,39
6.584397517809156,bimodal,27,12
6.5850264314846205,bimodal,23,17
6.585430411482897,bimodal,2,12
6.585489283037151,bimodal,16,42
6.58575438047105,peripheral,40,38
6.585898007881516,bimodal,13,1
6.586358327026158,bimodal,24,21
6.586409555670059,uniform,44,22
6.586435860695186,bimodal,22,25
6.586537685451086,uniform,37,45
6.58674035242984,bimodal,23,48
6.587211971889939,peripheral,37,50
6.589005898522498,bimodal,38,10
6.589177686241149,uniform,22,14
6.5895894499051115,uniform,22,8
6.591150039475149,peripheral,41,18
6.59154168732305,peripheral,35,1
6.591777798014019,bimodal,21,28
6.592119026983162,uniform,3,50
6.592337749144685,uniform,9,40
6.59244979453665,peripheral,18,23
6.5926871525467465,central,0,42
6.5927541851297535,peripheral,13,19
6.59280028824326,bimodal,22,28
6.59286877563587,peripheral,17,24
6.593659502876788,uniform,9,14
6.594098430528581,uniform,28,2
6.594624014232986,bimodal,8,40
6.594788930567296,peripheral,28,30
6.5958898855143895,bimodal,8,18
6.596279731470292,bimodal,33,11
6.59668450066455,uniform,14,39
6.597156948863502,uniform,33,32
6.597340266674191,peripheral,32,39
6.597840958195997,peripheral,42,34
6.597887594750477,uniform,19,17
6.5983654690861515,peripheral,28,31
6.59847323518493,uniform,12,23
6.599084899167283,uniform,39,22
6.599793087425349,uniform,23,25
6.599815890535937,peripheral,43,26
6.600174350564887,peripheral,17,27
6.6004238113009475,uniform,47,13
6.600526549575326,peripheral,39,41
6.600539952445813,uniform,14,16
6.6005896904229715,peripheral,40,49
6.60062583888876,bimodal,6,40
6.600980533763816,peripheral,41,47
6.601152460084735,peripheral,34,22
6.601310175505539,bimodal,27,43
6.601387574343032,uniform,24,21
6.601426149107813,bimodal,9,11
6.601690264591947,peripheral,43,18
6.601771299808204,uniform,19,30
6.602483277447461,bimodal,32,32
6.602785839149929,bimodal,11,22
6.603210825748488,bimodal,16,30
6.603603797239526,uniform,50,28
6.603686538803647,peripheral,25,22
6.604144224181339,uniform,28,27
6.604429265398273,uniform,14,12
6.604522594473128,bimodal,20,16
6.60480821152518,uniform,16,20
6.605121529470678,bimodal,23,29
6.605286018863368,uniform,44,23
6.605606146527827,peripheral,5,9
6.60602442860368,bimodal,10,36
6.6062251034826565,uniform,7,9
6.60651244698462,uniform,41,32
6.607136838427321,bimodal,12,13
6.607189110399679,peripheral,17,45
6.608195466115272,bimodal,21,33
6.608697440805547,uniform,47,40
6.608920354348834,uniform,18,21
6.609643782849773,bimodal,19,38
6.610210240982972,uniform,42,46
6.6103419874737295,peripheral,1,43
6.610514229940147,uniform,19,6
6.610596576890614,uniform,19,19
6.610944641888002,uniform,18,14
6.611047815490362,bimodal,7,31
6.611168432386399,uniform,11,39
6.611246426111965,peripheral,50,36
6.6113031614983635,uniform,4,19
6.611640061838651,peripheral,20,17
6.6125512934789725,bimodal,9,36
6.613770319262684,uniform,47,18
6.614048215535769,uniform,15,14
6.615374563533679,uniform,16,43
6.615462427962437,uniform,48,3
6.61551097958949,uniform,12,33
6.615696525533771,bimodal,48,48
6.616256450154702,uniform,31,17
6.616302166349006,peripheral,30,44
6.616529749768919,peripheral,28,11
6.616656353506264,uniform,31,12
6.616703714335854,bimodal,45,26
6.616778416649685,uniform,32,26
6.617441163652649,peripheral,26,35
6.6185435174940075,bimodal,5,43
6.6185499305467355,peripheral,14,15
6.618919490220038,bimodal,21,21
6.6193175945006075,uniform,4,12
6.619334006796055,peripheral,9,36
6.619388367841684,peripheral,24,32
6.619406618869911,uniform,5,30
6.619714721116684,peripheral,20,29
6.619921840589316,bimodal,11,16
6.620152961782141,bimodal,46,47
6.620161207280095,uniform,2,11
6.620596645880166,bimodal,9,35
6.620618531827696,peripheral,19,23
6.620824481881735,bimodal,36,9
6.621074917174371,peripheral,29,41
6.621603277917778,bimodal,2,28
6.621653444983117,bimodal,37,47
6.62165770409441,peripheral,39,25
6.622244851321714,uniform,45,43
6.622449999185809,bimodal,40,33
6.622661302837065,uniform,36,42
6.622786817672529,uniform,4,36
6.623274481343107,uniform,50,19
6.624210611681126,uniform,47,4
6.624476871858027,peripheral,48,3
6.6246279029362105,bimodal,20,13
6.624820143216354,peripheral,9,26
6.625006040699368,peripheral,49,20
6.6256822173156635,uniform,49,17
6.626898732171179,uniform,8,13
6.6269980484318385,peripheral,16,14
6.627292709366559,uniform,44,37
6.627703205828537,peripheral,6,15
6.627725852052408,bimodal,33,31
6.627857328471077,uniform,33,46
6.628078477624049,central,0,1
6.628214096838917,peripheral,46,27
6.628218639682936,peripheral,8,12
6.6284497377311045,uniform,12,42
6.629289152518143,peripheral,19,35
6.630366607068972,peripheral,24,42
6.631139432262238,peripheral,45,29
6.631498439054826,peripheral,6,20
6.631672280486822,peripheral,21,13
6.6317815128826165,bimodal,4,34
6.631977843970445,uniform,26,32
6.632191707126021,uniform,3,43
6.632224719193004,uniform,44,6
6.632589127047514,peripheral,1,20
6.632804086956212,bimodal,26,36
6.632831036768353,bimodal,33,29
6.632994183189304,uniform,43,7
6.634231479255828,bimodal,21,46
6.6343336049655015,bimodal,34,41
6.635098563873537,uniform,17,8
6.635389615634382,bimodal,38,15
6.635602756217221,bimodal,20,24
6.6360742860195625,uniform,16,28
6.636873129275085,uniform,39,26
6.638196046224613,bimodal,41,15
6.638494109490018,uniform,19,36
6.6385429697405725,peripheral,9,31
6.638749318894053,uniform,4,44
6.639185407882377,uniform,36,32
6.640475642552445,uniform,27,35
6.640548571663825,uniform,33,22
6.64067436631821,bimodal,33,7
6.640952306071779,bimodal,46,28
6.64105000363791,bimodal,34,7
6.641581560692842,uniform,20,3
6.641720166783098,bimodal,28,10
6.641839242363149,peripheral,6,1
6.641849488203357,peripheral,42,35
6.641867038933695,peripheral,3,33
6.642318823581253,bimodal,29,38
6.64244278448322,uniform,31,21
6.643170297144255,uniform,1,1
6.643212875749949,uniform,44,18
6.643404413088954,peripheral,23,28
6.643790694031485,peripheral,35,31
6.6440982049240995,peripheral,10,25
6.644168164484856,peripheral,13,6
6.644461110547865,bimodal,15,35
6.644565746338487,uniform,2,13
6.644778276659526,uniform,27,44
6.645065906641895,uniform,22,12
6.645242578120582,peripheral,39,24
6.6452491734584775,uniform,22,27
6.64541946932533,bimodal,46,29
6.645582059236973,uniform,19,27
6.646436011136323,uniform,25,41
6.646533733869218,peripheral,34,12
6.646968056839919,bimodal,2,30
6.646999875386307,uniform,23,20
6.647489130281709,peripheral,8,43
6.647510945375775,bimodal,24,19
6.648089528615782,bimodal,16,45
6.648157110277678,uniform,36,14
6.6484452314420235,bimodal,27,15
6.649263604143809,peripheral,7,15
6.650537123415419,uniform,34,30
6.651351185784686,peripheral,10,9
6.651584103367104,central,0,14
6.6515861281732365,uniform,12,25
6.651594077308468,peripheral,1,19
6.6518327708799525,bimodal,16,12
6.651938331705453,peripheral,8,18
6.652356118313809,uniform,28,11
6.652466064237588,peripheral,12,22
6.652467954545918,bimodal,27,14
6.652752675869286,peripheral,30,36
6.652855301522386,peripheral,23,30
6.652974333921612,uniform,43,45
6.653232286157772,uniform,35,14
6.653489182898025,peripheral,4,15
6.653669663533931,peripheral,18,41
6.653719862598729,uniform,47,29
6.654359151867046,uniform,47,19
6.654585109003039,uniform,40,22
6.654806055027676,uniform,16,22
6.655033867415685,uniform,10,31
6.655144099729784,peripheral,48,49
6.655179872211989,bimodal,8,38
6.6556637769959455,uniform,42,6
6.655737821289815,bimodal,21,30
6.65586504081111,peripheral,37,46
6.656020687783164,bimodal,30,25
6.657045572450105,bimodal,49,36
6.657484563674831,bimodal,10,14
6.657586902708994,peripheral,28,50
6.657670739801956,bimodal,15,41
6.657764157208219,bimodal,22,15
6.657790678774286,bimodal,44,44
6.6587921552366005,peripheral,23,25
6.659098921433854,uniform,5,21
6.659663459217522,peripheral,27,28
6.660495255796087,uniform,36,19
6.661191502486713,central,0,36
6.661412984901981,bimodal,28,15
6.662036600537075,uniform,8,16
6.662038531175188,bimodal,23,44
6.662140630918597,peripheral,15,13
6.662485612221872,bimodal,5,45
6.662498934526519,peripheral,6,49
6.6630703632382895,uniform,35,25
6.663123061309806,bimodal,8,22
6.663243154004973,bimodal,9,8
6.663649798482759,bimodal,14,40
6.664086828521792,uniform,15,28
6.664121851056318,uniform,34,13
6.664788577008404,peripheral,2,21
6.665337291260613,peripheral,34,13
6.66598395894462,bimodal,1,1
6.66603045354413,bimodal,35,37
6.666302550262188,peripheral,23,50
6.666537568681376,uniform,9,44
6.666775535752965,peripheral,4,21
6.666802481341419,bimodal,30,9
6.666983342342385,peripheral,44,37
6.667376354927559,uniform,19,4
6.667419620589964,uniform,23,3
6.669319666975457,bimodal,40,48
6.669481361800372,peripheral,16,2
6.669862143549178,peripheral,10,31
6.670105557038383,bimodal,17,44
6.6701243201160345,uniform,48,8
6.670253508708719,bimodal,25,22
6.67065874222346,bimodal,36,41
6.670742830771688,bimodal,49,21
6.6710250213694495,peripheral,50,48
6.671149867583297,uniform,30,22
6.671188809562874,bimodal,5,8
6.67124263860946,bimodal,2,21
6.6712837122950805,peripheral,3,49
6.671505524871647,peripheral,15,43
6.672264715166192,uniform,20,43
6.672312985597493,uniform,34,17
6.672609350525403,bimodal,26,31
6.672716906677404,peripheral,25,25
6.673113133418054,peripheral,15,31
6.6735892489061195,central,0,12
6.675876850868306,peripheral,3,15
6.67649972522494,bimodal,11,13
6.6766646854165534,uniform,3,31
6.676897159131234,peripheral,11,21
6.6782575667391555,peripheral,10,45
6.678358205712359,peripheral,1,21
6.679610212477529,peripheral,35,21
6.680360981841426,bimodal,11,48
6.681043658512065,central,0,38
6.681151761503469,bimodal,15,45
6.681434855859255,uniform,31,32
6.681606700699456,bimodal,15,44
6.681640762111583,uniform,26,20
6.682949573730604,peripheral,21,25
6.682987419507792,uniform,3,15
6.683927355441893,peripheral,43,1
6.684315041128995,bimodal,20,10
6.684592429707425,uniform,7,20
6.685468189502602,peripheral,1,1
6.685880917302231,bimodal,26,13
6.686037521906651,uniform,20,7
6.6862572203043635,peripheral,19,20
6.686721708904988,peripheral,4,14
6.6867965564011005,bimodal,17,33
6.686841964571369,peripheral,9,22
6.687152627394722,bimodal,1,33
6.687865703474333,uniform,47,12
6.687980669104256,peripheral,16,18
6.688602094099493,bimodal,20,26
6.688912156779039,bimodal,21,27
6.6893266253416686,bimodal,41,30
6.689526301754646,peripheral,21,14
6.689538165253688,uniform,47,22
6.689654712297529,peripheral,13,38
6.6902457194901475,bimodal,40,13
6.690344912780602,peripheral,32,2
6.690387404547449,bimodal,1,22
6.690477779685988,uniform,50,42
6.691396021107356,peripheral,30,28
6.691747562679585,peripheral,37,41
6.692388678551959,bimodal,29,24
6.692924396929191,uniform,28,25
6.6929642883374845,peripheral,14,25
6.693111332002105,peripheral,27,30
6.69320597120771,uniform,21,19
6.693302877741024,uniform,24,5
6.693499021111496,bimodal,30,13
6.693825943902346,uniform,8,36
6.694217892226593,uniform,50,7
6.6946161302964295,uniform,7,22
6.69513340382408,bimodal,39,19
6.695358191536322,uniform,45,30
6.69558794276694,bimodal,38,22
6.696011683759002,bimodal,23,49
6.696217901776371,bimodal,32,21
6.696331776369488,peripheral,18,31
6.69649215897209,uniform,37,7
6.6973747626627675,peripheral,18,26
6.697590347105798,uniform,9,49
6.697854400400562,uniform,26,23
6.697961973926311,uniform,5,12
6.698045549725989,peripheral,5,15
6.698576229525413,bimodal,20,28
6.69884067775394,bimodal,5,16
6.700076241195365,uniform,10,40
6.700834369359126,bimodal,14,15
6.701288597052791,uniform,6,24
6.7019497896204525,bimodal,21,50
6.702118990393521,peripheral,34,2
6.703084361211896,peripheral,1,29
6.703387776214676,uniform,41,11
6.703516949910853,uniform,29,30
6.704388093830214,uniform,47,6
6.704398570004323,peripheral,24,29
6.704519796503028,uniform,20,16
6.704580054001299,bimodal,5,7
6.704809384544217,peripheral,18,16
6.704859498646147,uniform,1,39
6.704900128615578,peripheral,8,14
6.704998284801325,bimodal,12,30
6.705799284854194,bimodal,2,17
6.705916255233106,peripheral,19,30
6.706697531063512,uniform,16,23
6.707272374064407,uniform,1,26
6.707330793016624,peripheral,44,18
6.7076567992269425,uniform,38,11
6.708233506904097,uniform,8,19
6.7089104964454,uniform,40,5
6.708915013208589,uniform,40,8
6.7096378135189685,peripheral,7,33
6.709872696913481,uniform,26,24
6.709977682235007,peripheral,48,26
6.710181022149375,uniform,34,14
6.710217591560767,peripheral,18,22
6.710218704536893,bimodal,30,21
6.710600707394033,bimodal,16,40
6.7108621375067345,peripheral,12,21
6.711583008513322,uniform,28,33
6.71216975910405,peripheral,30,45
6.712191896024553,bimodal,48,39
6.712223559068525,uniform,9,33
6.712265319943527,uniform,18,42
6.712610648239601,bimodal,19,26
6.712637661064867,uniform,25,38
6.714048483462519,peripheral,50,37
6.714098015723767,bimodal,31,18
6.714389765749448,bimodal,42,46
6.714440966641551,bimodal,5,14
6.714514090586234,peripheral,27,22
6.714926308816038,uniform,15,1
6.715310672816803,peripheral,43,31
6.715531846770491,uniform,24,33
6.716106276447888,uniform,19,40
6.716849408997841,peripheral,9,12
6.716884743361688,peripheral,40,35
6.717198418642283,uniform,31,45
6.717212220939,peripheral,42,16
6.71730972231415,peripheral,50,30
6.717516806785815,peripheral,45,50
6.718405428188561,peripheral,35,42
6.719450973462214,peripheral,39,27
6.719716414526647,uniform,46,17
6.720265633551327,peripheral,16,19
6.720370627581145,bimodal,44,38
6.720439075101026,uniform,13,44
6.720694935544868,uniform,8,32
6.72081702696977,peripheral,20,35
6.7216838491069195,bimodal,33,26
6.722073246277476,uniform,49,1
6.722076833133569,bimodal,17,41
6.722385889289797,peripheral,23,24
6.722393871428979,bimodal,6,24
6.723105727403143,peripheral,35,22
6.723424295269788,uniform,23,44
6.723567940909234,bimodal,33,39
6.723606783019012,peripheral,32,17
6.723876349873921,uniform,42,43
6.723893246208959,bimodal,18,19
6.724746513896574,uniform,14,47
6.725171321356161,uniform,30,9
6.725313801698869,uniform,32,38
6.725402093876035,bimodal,32,9
6.725584294644071,uniform,9,31
6.725618316617372,bimodal,49,16
6.725683404869517,peripheral,32,37
6.727286441919948,peripheral,23,41
6.727671951846351,peripheral,6,12
6.727748990088501,bimodal,8,16
6.727813770523103,bimodal,31,26
6.727848351816276,uniform,36,30
6.728175022355969,bimodal,13,7
6.728205757397865,uniform,14,32
6.7284465814086225,bimodal,13,42
6.728475058409908,uniform,15,43
6.728876486375292,peripheral,28,9
6.729157614324262,uniform,18,28
6.729981537749722,uniform,6,13
6.73054041816953,uniform,37,33
6.730581002349436,uniform,35,17
6.730653537377417,peripheral,47,18
6.730843948375242,uniform,50,4
6.731437655305272,uniform,2,43
6.7314880992856,uniform,12,50
6.731579857820322,peripheral,8,9
6.731937603062587,uniform,4,39
6.732964879469352,bimodal,46,26
6.733081847959131,uniform,20,28
6.733085990760719,bimodal,6,50
6.733686693204773,uniform,33,30
6.734389479524984,bimodal,43,24
6.734579882010095,peripheral,8,1
6.735513368210588,peripheral,38,10
6.735917091036889,bimodal,12,1
6.736557432321351,uniform,46,12
6.736856797717265,peripheral,23,18
6.736879329863335,bimodal,49,26
6.737156674064605,bimodal,33,6
6.737247381672902,bimodal,32,33
6.737271200199418,uniform,5,10
6.737540736968861,peripheral,8,34
6.737707176258938,bimodal,27,27
6.737715773043783,uniform,30,48
6.737789955273029,uniform,26,12
6.737921217913684,uniform,25,46
6.738659023357744,uniform,20,6
6.73879266824572,peripheral,30,31
6.739460150660318,bimodal,17,47
6.7396451974551415,uniform,24,20
6.739671711431364,peripheral,26,39
6.740497316584871,uniform,23,34
6.74053111129387,uniform,32,15
6.740874097383639,uniform,17,23
6.7414091802349745,bimodal,21,25
6.742147920562849,uniform,14,7
6.74255963263526,uniform,24,3
6.742671823177122,uniform,12,38
6.743198185187612,peripheral,12,2
6.743481335550057,uniform,15,13
6.743865581233897,peripheral,19,47
6.74434365505319,bimodal,31,42
6.744379743410612,peripheral,4,47
6.744984871453484,uniform,14,23
6.745104040614685,peripheral,20,40
6.74571324195972,peripheral,5,42
6.745858773872523,bimodal,25,37
6.745989567236137,peripheral,9,39
6.746142214219509,uniform,16,41
6.747705245759937,uniform,22,35
6.747880458097837,peripheral,49,33
6.748056831311236,peripheral,8,10
6.748149223387051,bimodal,34,44
6.7482282422072215,uniform,37,25
6.74859668316083,bimodal,48,32
6.750113222396849,uniform,37,21
6.750301473760146,uniform,38,45
6.75053160986212,peripheral,41,24
6.75091559984127,uniform,26,27
6.751993706462742,uniform,14,34
6.751996411067981,peripheral,18,13
6.752072377237683,uniform,2,1
6.752781292581654,peripheral,6,25
6.75294964677049,bimodal,30,32
6.7533156027526315,uniform,44,41
6.753361330138854,peripheral,30,23
6.753674404831451,bimodal,34,1
6.753923629464813,uniform,27,27
6.754689171791893,peripheral,5,16
6.755061982307353,uniform,46,49
6.75514990236731,uniform,49,40
6.7557396761386705,bimodal,16,20
6.756209151845153,bimodal,18,43
6.756421995131436,bimodal,10,28
6.756847815914762,bimodal,43,22
6.756911464467846,peripheral,28,39
6.757374821028832,peripheral,41,28
6.757577587359587,uniform,39,45
6.758831181663753,peripheral,1,42
6.759331865754035,uniform,1,21
6.759511998858982,peripheral,39,48
6.7595522652878985,uniform,6,16
6.759643284056769,uniform,14,38
6.760143498496257,peripheral,28,20
6.760194444009196,peripheral,40,1
6.760490186244479,bimodal,3,46
6.760736975487304,uniform,34,8
6.760848037241452,uniform,16,9
6.761159382210664,peripheral,18,30
6.761224424846006,peripheral,26,48
6.761713348802864,uniform,36,21
6.761733492238154,peripheral,17,42
6.761738706690009,peripheral,7,30
6.762851793626428,bimodal,23,40
6.763239706228116,peripheral,2,27
6.763561365665188,bimodal,22,35
6.765298262464831,uniform,18,48
6.765304960156681,peripheral,15,38
6.765706182184976,peripheral,5,14
6.765788688433819,uniform,29,23
6.766076684678377,peripheral,25,44
6.76644459409172,uniform,48,16
6.76690508719788,uniform,19,38
6.767525774716432,bimodal,18,20
6.767908577712261,peripheral,3,17
6.769587360142712,bimodal,48,37
6.770270447055923,bimodal,48,49
6.770582429539066,peripheral,32,40
6.770634168786416,bimodal,29,35
6.771769595105384,uniform,43,37
6.77209885185528,bimodal,10,46
6.772130573718654,peripheral,19,13
6.772460252185157,bimodal,31,34
6.772510812726063,bimodal,25,35
6.77258041907679,uniform,50,25
6.772647600045721,uniform,1,16
6.7731955589310475,uniform,23,29
6.773225656116833,peripheral,42,25
6.774114513755205,peripheral,10,42
6.774542117201896,uniform,25,36
6.774586428216134,uniform,36,18
6.774879233656123,bimodal,2,22
6.775637890953409,uniform,47,17
6.775664525272882,peripheral,9,44
6.776049744658264,peripheral,30,42
6.776115696803574,peripheral,38,42
6.776444134595323,uniform,11,25
6.776655240173332,bimodal,13,14
6.777414019949958,uniform,50,38
6.777466821337443,peripheral,7,45
6.777547794948692,peripheral,31,35
6.777781677004939,peripheral,49,24
6.778105568910697,bimodal,37,34
6.778432432501986,peripheral,42,33
6.779409792032374,bimodal,35,15
6.779626084509759,bimodal,38,48
6.779940153484107,uniform,14,13
6.780202026769732,uniform,49,25
6.780287123310383,bimodal,17,35
6.781808256373133,bimodal,38,26
6.7822004407791745,peripheral,30,38
6.782620246342922,uniform,26,3
6.782992285766238,uniform,12,12
6.783193926133299,bimodal,44,24
6.783930260434787,uniform,12,45
6.783996964124734,uniform,7,49
6.785363086009486,bimodal,19,30
6.785379222105987,uniform,9,23
6.785563267142555,uniform,49,5
6.7863822537633745,bimodal,18,11
6.787463020774766,peripheral,20,18
6.787511111603045,uniform,35,30
6.78781087757709,bimodal,40,15
6.78790582358429,peripheral,10,37
6.788507016291644,peripheral,25,37
6.788656303370321,uniform,37,6
6.789015468433135,uniform,10,21
6.789068550120769,peripheral,36,30
6.789398442406744,uniform,47,21
6.789711192162808,uniform,13,36
6.7897488691636685,bimodal,45,38
6.789982240491027,uniform,48,38
6.790222198197368,peripheral,9,33
6.790324577992471,peripheral,7,27
6.792313909194567,uniform,20,48
6.793176605376967,uniform,43,36
6.79345453796053,uniform,28,44
6.7936325854094735,peripheral,37,29
6.793668300615066,peripheral,13,9
6.793854423115162,bimodal,48,33
6.79417593284162,bimodal,50,34
6.794285922429582,uniform,15,50
6.795101739234937,bimodal,43,37
6.795643142226078,bimodal,32,15
6.795867475709361,bimodal,6,47
6.796084289315989,peripheral,13,36
6.796480108084976,peripheral,50,1
6.796604155850382,bimodal,10,30
6.7973252776140365,uniform,9,19
6.79759510017862,uniform,46,42
6.798032775135413,bimodal,14,10
6.7985524676564575,bimodal,30,19
6.799058626146847,peripheral,22,12
6.799154402081243,bimodal,34,33
6.799162419691967,bimodal,45,49
6.799234812595245,peripheral,34,35
6.799481919130498,bimodal,43,42
6.800297285207976,uniform,21,29
6.800957963915774,bimodal,26,25
6.800995280630739,peripheral,16,27
6.801434043855673,uniform,46,40
6.801504421613447,uniform,1,48
6.801822435514689,uniform,44,7
6.802151793465054,uniform,29,36
6.802718702232991,uniform,5,43
6.803461119853767,peripheral,19,34
6.803628929900606,bimodal,25,50
6.803836129026731,uniform,3,48
6.804296091212121,peripheral,40,29
6.804490569203171,bimodal,37,48
6.8045388141974,bimodal,26,44
6.804584976871688,uniform,37,18
6.804683855415529,uniform,26,46
6.805333488514841,peripheral,6,45
6.8053453817289835,bimodal,15,7
6.805378373474725,uniform,28,31
6.805497528433723,uniform,39,21
6.805996736461855,uniform,25,33
6.806091035711873,uniform,6,11
6.806131031553168,peripheral,34,11
6.806232435616503,bimodal,21,23
6.806500663503494,uniform,12,27
6.806624688607029,uniform,31,41
6.807032594529066,uniform,38,23
6.807294946393183,peripheral,9,50
6.807366399398299,uniform,1,29
6.807385285917754,uniform,42,8
6.807727682820987,peripheral,37,11
6.8078516272610194,bimodal,14,21
6.808017025127884,bimodal,31,29
6.808911519666054,peripheral,43,50
6.8093849490106955,bimodal,42,37
6.809478207667345,peripheral,50,3
6.809628229016027,uniform,26,45
6.809823752949589,uniform,48,41
6.809826933983796,bimodal,3,9
6.810070715347499,peripheral,11,38
6.810078487105305,central,0,22
6.810258061373357,bimodal,11,19
6.810598583926072,peripheral,43,36
6.810799072954373,peripheral,15,4
6.811402738906058,peripheral,14,37
6.811510860373686,bimodal,24,37
6.811610941460407,bimodal,7,19
6.811665239252254,bimodal,19,12
6.811682970282895,uniform,17,28
6.811764602200404,bimodal,46,48
6.811954552310062,bimodal,37,20
6.812346325340923,uniform,36,2
6.812370080515101,bimodal,43,27
6.814776307933034,bimodal,44,49
6.814882814220681,bimodal,14,25
