-50.63660563,81.32891867
4.612750368,-82.64904197
35.32035917,94.956
-66.38684083,119.976
297.1999736,-114.8618764
-25.85084083,100.0392
-13.57724083,18.9864
-54.41564083,137.0016
398.0135072,-47.11156845
-73.66300963,129.9357377
6.920887968,-2.450843719
100.6855592,-31.0396832
-34.37084083,-128.9184
15.75315917,-37.944
57.54915917,-7.8216
41.98362797,-42.98016349
-75.89564083,149.5848
-42.38204083,135.4008
231.8868536,-123.9773607
103.319468,-109.4315175
5.968359168,-143.0712
67.68564317,-110.2095812
325.2787592,-42.7584
-79.35826483,143.6077811
-198.4587712,124.098485
33.67155917,57.9744
-138.4540408,59.8824
-55.11644083,-58.7712
-38.16764083,26.6064
-18.19331923,-138.1733366
-120.2340544,49.0029192
35.90835917,-0.7296
143.8507592,-111.8952
215.0467592,126.2376
203.0851592,146.8296
-44.03704963,-74.30177668
205.206044,-137.5672785
15.80595917,69.6312
-25.16998003,66.75994945
204.9095912,-29.02987034
-84.28124083,-30.1968
383.2051592,-8.304
6.916011168,73.34322978
204.6931592,-22.0608
-160.9292608,128.3914602
-50.02527043,51.5789395
114.6019592,-46.3704
-80.63804083,68.232
-54.17084083,19.2552
-128.4748408,99.5664
-36.10124083,-25.1544
118.8934832,-61.09193805
-152.1004408,-41.5872
-20.39564083,-103.9872
28.67235917,-120.6768
192.3756656,-99.80179063
137.7200312,51.28687422
17.06351837,33.2245364
-136.2628408,56.7744
-175.5345808,8.694784927
-165.649612,148.5403135
178.0051592,-78.3384
12.06478637,-47.68576108
-16.96844083,-100.8936
-115.3564408,16.8408
-52.83038563,20.55982747
32.82195917,-35.196
-146.5911184,-45.06680375
158.4907592,80.232
-117.1588408,23.1288
-110.7194272,33.51015816
-35.08604083,-4.3032
-286.9234072,-11.03548956
-178.2198304,-65.38644057
-31.00124083,-27.1944
-14.77510963,-118.9310077
12.79395917,83.6592
70.19942477,95.5485937
20.16915917,-96.2352
-67.19710243,-117.1715659
-244.6878904,111.8988243
-167.0788408,26.2824
74.06355917,-144.996
24.82756877,26.16682316
-2.311640832,-44.0064
-33.74482963,-59.59307958
244.1095784,82.18263511
-8.713165632,21.68323903
-97.49324083,95.2464
-94.87920643,53.181195
55.11142877,100.9724656
-157.3970968,74.15368357
-19.59884083,-79.0968
-347.5324408,99.6864
-146.6477656,-65.34216789
-72.54048163,111.8467185
-230.4879472,-2.493831716
22.70762237,34.9524892
371.7763592,-115.0224
285.4089944,-0.366262762
26.92515917,-78.5496
255.9521864,-61.95499372
9.088359168,-139.3704
14.00990477,-86.34863291
-94.80402643,-37.39115484
23.98515917,-50.148
174.3715592,-58.164
118.6388,-47.65791427
177.79478,27.06628383
470.2411592,-121.2312
-210.1415128,-15.65018322
93.20355917,-95.1504
-27.69884083,58.1136
364.1810768,-1.323755806
-10.75484083,39.8568
226.9699592,-107.6352
181.9543472,25.96814224
-94.32628963,-130.2107561
-58.61587603,38.74175181
216.9831896,19.81864792
250.2143672,83.15751254
-235.9636408,145.8864
211.7841632,57.53628919
153.7247192,54.99447386
-31.95164083,48.9432
28.75429277,58.18408399
-38.35420003,121.3415075
-78.07484083,-93.324
-49.20524083,-51.48
303.821264,-132.3450583
-83.27804083,50.8128
-47.01644083,65.2896
38.58675917,31.1592
-184.8713488,59.6285957
-15.43505683,-114.3487552
-215.6884408,69.66
-169.904476,-34.07041155
-81.07244083,82.4832
331.13186,37.97644103
10.93584797,29.19503063
-196.6549816,54.35536698
-16.17404083,-61.1832
-229.2343144,-122.3093088
201.8869664,-117.7875384
-215.5612408,8.7096
184.5235592,53.076
118.4035592,-121.5768
274.1731592,110.0016
75.23235917,79.5816
23.71950317,-116.4498577
59.51945597,64.87934003
-134.7067912,-133.8195884
-102.8692408,44.4864
-104.7925096,33.07965842
