2441,2419,2667,3003,2705,2836,2905,2554,3078,3438,4245,4036,5090,4841,4735,4261,4032,3510,3690,3480,3329,3502,3056,3618,2970,3175,3008,3360,2941,3462
2336,2533,2453,2259,2692,2711,2897,2647,3476,4025,4358,4312,5251,4904,4306,4462,3774,3637,3505,3436,3317,3147,3405,3454,3334,2769,3183,2981,3309,3083
2323,2620,2487,2722,2385,2497,2833,2751,3122,3636,4180,4419,4852,4492,4338,4445,4236,3811,3819,3444,3365,3222,3454,3084,3287,3396,3112,2760,3232,3082
2359,2451,2513,2734,2714,2511,2325,2610,3202,3889,4399,4712,4987,4910,4525,4458,3845,3714,3846,3369,3615,3509,3228,3192,2934,3234,3086,3106,2803,3174
2263,2595,2508,2552,2485,2730,2894,3375,3775,3606,5009,5895,5354,4881,4636,4085,3455,3648,3692,3194,4213,3842,2797,3213,2937,3481,2941,3479,2765,3101
2613,2357,2437,3035,2807,2634,3385,3402,3762,3953,5581,5865,5658,4905,4943,4416,3787,3280,3592,3476,3584,3223,3291,3500,3461,2987,2935,3392,3096,3453
2326,2623,2463,3132,3193,2817,2851,3433,3558,4321,6628,6879,5620,4750,4574,3698,3522,3422,3191,3482,3430,3429,3381,3013,3253,3671,3613,3021,3165,3356
2375,2284,2911,2696,2608,2784,3206,3493,4081,5000,7505,8087,5560,4833,3963,4121,3545,3136,3701,3077,3416,3150,3013,3257,3107,2888,3245,2948,2974,3530
2743,2602,2463,1983,2388,3149,3095,3781,3714,5282,7241,7339,5631,4617,4135,3541,3314,3420,3143,3124,3145,3073,3657,3009,3411,3270,3342,2979,2963,2815
2644,2175,2048,2487,2451,2858,2721,3362,3611,4820,7354,7232,5105,4033,3891,3668,3844,3142,2800,3205,3358,3466,2875,3598,2843,2924,3377,3010,3265,2890
2430,2474,2297,2865,2433,3077,3103,3123,4240,4979,6502,6174,5076,4644,3840,3316,3430,3170,3232,3422,3249,2978,3127,3260,3147,3014,3015,3013,3028,3252
2322,2393,2126,2615,2481,3120,3012,3199,3820,5391,6323,6070,4397,4360,3782,3624,3486,3354,3266,3258,3282,3350,3159,3173,3344,3139,3288,2848,2955,3018
2516,2531,2279,2493,2287,3086,2780,3166,3792,4913,6980,6590,4132,3996,3650,3355,3284,3397,3146,3420,3446,3109,3430,3325,3421,3494,3388,3293,3121,2886
2422,2459,2667,2725,2508,3044,3028,3197,3524,4523,6128,5377,4050,3666,3432,3025,3540,3682,2966,3566,3252,3246,3413,3125,3096,3443,2819,2846,2828,2966
2769,2397,2580,2718,2643,2791,2621,3150,3728,3924,5391,4278,3892,3737,2945,3603,3062,3259,3280,3390,3152,3475,3442,2829,2876,3035,2948,2933,3197,2911
2339,2348,2610,2181,2494,2191,2798,2859,3440,4666,4768,4704,3616,3699,3092,3453,3090,3535,3074,3259,2937,3034,3365,3281,3187,2774,3380,3419,3208,2640
2433,2643,2668,2737,2726,2947,2914,3123,3216,4882,5691,4751,4031,3309,3680,3065,3519,3161,3458,3046,3115,3168,3456,3300,2969,2902,3004,2959,3216,2853
2578,2681,2623,2474,2519,2868,2679,3183,3209,5248,7049,5238,4620,3220,3348,3218,3395,3185,3278,3354,3122,3068,2892,3104,3126,3452,2785,3001,3277,2969
2546,2659,2707,2006,2786,2856,2793,2742,3129,4574,6276,6064,5102,3201,3127,3720,3147,3548,3325,2859,3361,3557,3053,3445,2888,2526,3117,3132,2812,3306
2374,2537,2445,2527,2772,2851,3447,2958,3730,4184,5691,5055,4244,3823,3336,3599,3582,3094,2760,4099,3466,3423,3108,3012,3342,3045,3255,3168,3196,3117
2295,2351,2757,2522,2337,2987,3128,2980,3823,3995,4731,4979,4275,4039,3376,3741,3511,3674,2968,3181,3441,3315,3264,3455,3315,3440,3342,3426,3201,3190
2230,2438,2411,2741,2766,2522,2499,3125,3457,4111,4972,6492,4936,3573,3759,4028,3706,3150,3198,3213,2979,2987,3460,3552,3395,3203,3138,2761,3185,3136
2489,2242,2636,2214,2366,2669,2701,2953,3495,3473,5757,7077,5936,4870,3877,3701,3672,3598,2937,3526,3160,3405,3151,3134,3272,3072,3708,2938,3003,3069
2196,2617,2594,2556,2344,2746,3016,3095,3664,3780,4697,6520,6432,4644,4237,3970,3086,3654,3230,3102,3326,3131,2862,2921,2952,3053,2926,3044,2856,3191
2674,2394,2636,2645,2329,2755,2716,2831,3100,3425,4389,5918,6235,4822,3922,3991,3557,3428,3475,3395,2788,3030,3214,2651,3519,3073,3003,2988,2523,3141
2392,2160,2664,2327,2673,2776,2566,3079,3087,3236,4291,5105,6002,5207,4532,3694,3487,3140,3491,3135,3173,3184,3270,3000,2923,2997,2819,2927,2835,3330
2380,2072,2247,2371,2487,2815,2899,2816,3037,3655,4354,4857,6587,5722,5272,3804,3632,3038,3307,3138,3456,2994,3310,3292,3137,3208,3029,3121,3081,2748
2432,2174,2433,2342,2313,2452,2454,2660,3113,3773,3887,4418,5819,5830,4647,4050,3678,3448,3627,3495,3131,3439,3049,2602,2558,3004,3194,3192,2460,3130
2226,2507,2495,2464,2319,2801,2598,2560,2900,3389,3932,4784,4500,5383,4924,3920,4241,3751,3503,3416,3022,2726,2857,2873,2833,2944,3104,2786,2791,2815
2388,2168,2427,2952,2878,2713,2790,2710,3272,2995,3899,3958,4401,5215,4323,4351,3818,4211,3235,3272,3261,3080,2655,3139,2878,2965,3035,3030,3328,3183
