4231,4191,4258,4062,4193,4608,4465,4782,4814,4761,4632,5317,5333,5616,6351,6817,7280,6818,7246,6243,5973,5883,5873,5338,5668,5471,5562,5060,4902,5084
4507,4548,4360,4252,4027,4228,4434,5092,5319,4671,4890,5326,5433,5820,7041,7167,7504,7367,6435,6090,5900,5438,5402,4931,5490,5831,5166,5832,5326,5495
4422,4282,4101,4188,4490,4270,4357,5167,4376,4483,5202,4860,5883,6149,6695,7861,7339,7317,6146,5581,5314,4916,5081,5573,4933,5200,4750,5163,5429,5736
4281,4294,4734,4020,4345,4083,5078,4647,4936,4566,4702,5173,5774,6129,7620,8286,7746,6573,5956,5428,5435,5111,5401,4678,4857,5476,5317,5206,5742,5587
4305,4252,4571,4406,3951,3979,4873,4855,4750,4810,4653,5385,5700,6309,6643,7702,8033,6652,6599,5690,5697,5955,5374,4802,5096,4458,4865,4776,5121,5169
4097,4578,4339,4279,4570,4412,4263,4108,5286,4601,5301,5182,7197,6898,7751,6421,6848,5907,5767,5380,5238,5161,5036,5565,4976,4731,4980,4949,4919,4555
4168,4098,4102,4482,3970,3908,4319,4439,5053,4993,5445,5558,7155,7903,7386,6699,6538,6088,5807,5502,5599,4991,5180,5104,5174,5206,4587,5049,5034,5276
4041,4069,4053,4395,4327,4518,4578,4500,4951,4920,6015,5854,7774,7585,7200,6907,6782,5786,5548,5304,5322,5060,5288,4994,5208,4884,5006,4580,4547,5088
3925,4242,4658,4021,4438,4220,4199,4690,4506,5194,6004,7168,7757,7957,7189,6590,6325,6228,5661,4989,5561,4893,5189,4959,4720,5137,5000,5082,4818,4890
4136,4159,4371,4249,4316,4605,4688,4998,4765,4954,6087,7609,8042,7537,5991,5929,6316,5189,5519,5418,5571,5188,5149,5350,5602,4363,4764,5118,4676,4646
4410,4686,3995,3669,4493,4310,4327,4686,4970,5253,6187,6952,8520,6875,5991,5553,6143,5565,4888,5436,4750,4819,4617,5525,5075,5330,4530,4705,4858,4991
3700,4434,4090,4298,4414,4819,5147,4711,5340,5423,6740,7493,8079,7303,6725,5890,5055,6029,5226,5745,4749,5107,5087,4411,5114,4747,5005,5136,4290,4693
4016,4473,4819,4141,4906,4758,4741,5003,4916,5521,6395,7380,7984,7173,7297,6110,5659,5564,5330,5166,5030,5032,4675,4481,4634,4980,4811,4741,4970,4548
4159,3968,4550,4294,4677,4847,5027,5418,4955,5241,5836,7181,8087,7356,6683,6145,5648,5000,5441,5288,5026,4834,4608,5466,4803,5094,4701,4292,4708,5369
4288,4267,4763,4499,4462,4810,4780,5831,5320,5898,6013,6471,7237,7450,6801,6367,5483,5704,5421,5428,4998,5093,5637,4937,5009,4975,4743,4803,4881,4308
4126,4918,4460,4584,4998,4453,5101,5078,5020,5750,6902,7599,7765,7124,7016,5943,5663,5612,5048,5185,5185,4776,5150,4625,4923,4520,4464,4961,4288,4536
4433,3783,4520,4547,4187,4710,5087,4674,5655,5727,7730,8209,7739,6535,6640,6119,5749,5513,5311,5506,5006,5369,4939,4863,4403,4663,4280,4832,4714,4558
4156,4873,4852,4107,4602,4132,5066,5031,4756,5509,7274,8509,8154,6916,5795,6216,5973,5716,5398,4575,5370,5297,4853,5092,4903,4918,4816,4969,4852,4690
3840,4137,4829,4485,3864,5166,4985,4725,5210,5846,7102,7297,7409,6756,5901,6669,5775,5528,5411,5438,5090,5087,4481,4932,5097,4223,4659,4272,4929,4685
4115,3821,4413,4995,5345,4768,4414,5257,6019,6253,7154,7854,7862,7078,6215,6049,5753,5657,5928,5346,5143,5213,4842,5326,4941,4934,4603,4625,4474,4629
4209,4346,4278,5419,4953,4886,4508,4681,5323,5865,6206,7519,8198,7561,6236,5603,5444,5250,5707,5728,5135,4572,5370,4912,4927,5041,5030,4684,4499,4705
4026,4406,4164,4563,4478,4667,5032,5494,4934,5705,5918,8465,8080,7793,7006,7122,5438,5470,5546,5105,4715,5256,4570,5195,5038,3986,4223,4929,4520,5001
4266,4127,4202,4640,4353,5142,4846,5330,5200,6014,6655,8362,8065,7483,7474,6712,6133,5789,5278,5589,5196,4630,4866,5068,5426,4397,5060,4343,5742,4429
4064,4125,4056,4444,4845,4227,4457,4963,5610,5282,6303,7034,8336,7495,6982,5948,6250,5866,5972,4989,4755,5836,5139,5011,4479,4676,4841,4667,4660,5248
3837,3841,4119,4455,4889,4514,4805,5128,4986,5629,6351,7160,6953,8242,7281,6881,6481,6060,5768,5299,5098,5263,4715,4991,4779,4584,4693,4948,4787,4949
4316,4264,4296,4553,4481,4662,4705,5086,5128,5635,6287,6292,7624,7916,7208,6879,6258,5876,5711,5940,4856,5107,4887,5089,4621,5000,4404,4502,5114,4618
4566,4400,4354,4554,4858,4853,4117,5032,5136,5235,6050,6814,6811,8212,7473,6485,6250,5896,5780,5730,5034,5066,5234,4782,5042,4624,4800,4910,3993,4789
4482,4704,4473,3989,4794,4738,4695,4638,5568,6043,5535,6441,7338,7829,7940,6914,6482,5698,5521,5621,5517,5383,5020,4818,5117,4610,4470,4833,4725,5163
4136,4056,4476,4146,4860,4647,4888,5033,4996,5659,5659,6322,7275,8282,8652,7384,6682,5810,5637,5673,6147,5098,5294,4836,5298,4371,4733,4807,4837,4953
4368,4042,4323,4260,3997,4473,4409,5078,5028,5929,5263,5967,8205,9387,8303,7773,6404,6730,5530,5424,5691,5581,4905,4930,5287,4968,4921,4911,4241,5102
